x_flip,y_flip,z_flip,x_mirr,y_mirr,z_mirr
321062.0,440000.0,100000.0,277717.38,431533.25,121425.336
321062.0,440000.0,120000.0,265285.62,430772.44,142571.16
321062.0,460000.0,80000.0,282975.56,449987.4,102950.53
321062.0,460000.0,100000.0,275642.4,454362.75,123533.43
321062.0,460000.0,120000.0,266696.38,454790.88,142349.89
321062.0,480000.0,100000.0,276092.47,475239.2,123695.75
321062.0,480000.0,120000.0,266452.9,474659.12,142479.33
321062.0,580000.0,80000.0,273059.88,577895.1,107946.8
321062.0,580000.0,100000.0,261189.62,572251.5,127220.766
321062.0,600000.0,80000.0,278742.16,595105.56,108854.43
321062.0,600000.0,100000.0,271644.8,593785.9,130019.46
321062.0,600000.0,120000.0,267447.1,593213.75,148616.16
321062.0,620000.0,80000.0,286378.38,611081.25,109675.24
321062.0,620000.0,100000.0,278300.88,613406.3,130949.266
321062.0,620000.0,120000.0,275318.1,612806.2,151167.88
321062.0,620000.0,140000.0,269512.4,612747.6,167961.1
321062.0,640000.0,100000.0,283385.1,630472.2,133192.19
321062.0,640000.0,120000.0,284358.53,632291.0,149509.95
301062.0,400000.0,100000.0,258253.6,396876.0,115492.63
301062.0,420000.0,80000.0,266022.25,413208.22,96590.164
301062.0,420000.0,100000.0,261658.11,414361.34,117720.02
301062.0,420000.0,120000.0,252944.92,411680.8,136377.39
301062.0,420000.0,140000.0,245692.17,411690.84,161955.86
301062.0,440000.0,80000.0,264595.72,433028.94,98321.82
301062.0,440000.0,100000.0,258806.0,434932.53,119237.4
301062.0,440000.0,120000.0,249678.97,433123.03,137153.39
301062.0,440000.0,140000.0,243259.58,432919.7,158553.61
301062.0,460000.0,80000.0,264631.38,452167.34,99079.195
301062.0,460000.0,100000.0,257085.12,455347.38,121719.45
301062.0,460000.0,120000.0,249885.84,455127.34,139621.38
301062.0,460000.0,140000.0,241621.73,455683.9,159726.2
301062.0,480000.0,80000.0,260687.27,477026.94,99609.9
301062.0,480000.0,100000.0,254633.86,475177.0,122438.91
301062.0,480000.0,120000.0,247328.36,474098.72,140960.0
301062.0,480000.0,140000.0,240167.36,474684.25,159848.62
301062.0,520000.0,80000.0,246827.4,520212.84,103581.03
301062.0,520000.0,100000.0,246207.55,515934.6,123436.64
301062.0,540000.0,60000.0,259566.69,540791.5,84250.93
301062.0,540000.0,80000.0,248443.17,540444.9,102964.266
301062.0,540000.0,100000.0,242933.77,537436.56,122131.09
301062.0,560000.0,60000.0,261619.4,561415.4,85422.9
301062.0,560000.0,80000.0,252788.45,560872.56,103492.59
301062.0,560000.0,100000.0,241737.03,559412.5,125991.27
301062.0,580000.0,80000.0,257121.94,579823.6,105457.086
301062.0,580000.0,100000.0,245354.14,576434.4,125339.05
301062.0,580000.0,120000.0,240077.39,575348.4,143474.5
301062.0,580000.0,140000.0,235706.52,575422.8,163541.53
301062.0,600000.0,60000.0,265334.1,596595.75,86515.586
301062.0,600000.0,80000.0,260098.56,597874.06,107293.26
301062.0,600000.0,100000.0,251405.97,596550.2,127179.16
301062.0,600000.0,120000.0,246661.19,595525.8,146504.55
301062.0,600000.0,140000.0,241824.52,595721.56,163304.45
301062.0,620000.0,60000.0,268318.4,612378.8,86715.46
301062.0,620000.0,80000.0,264972.16,613944.8,107800.016
301062.0,620000.0,100000.0,257539.78,614234.75,127619.03
301062.0,620000.0,120000.0,252105.05,615024.3,147651.83
301062.0,620000.0,140000.0,247835.27,615437.1,165033.89
301062.0,620000.0,160000.0,239756.4,614932.44,182726.02
301062.0,640000.0,80000.0,270378.1,630136.25,105993.88
301062.0,640000.0,100000.0,264139.25,634310.5,128218.44
301062.0,640000.0,120000.0,259558.05,634654.4,146512.81
301062.0,640000.0,140000.0,252620.28,634426.0,165998.36
301062.0,660000.0,100000.0,272069.28,651030.9,125340.92
301062.0,660000.0,120000.0,270884.3,652802.1,142572.6
281062.0,400000.0,80000.0,245814.83,397685.94,93790.14
281062.0,400000.0,100000.0,243196.25,399443.94,112541.305
281062.0,400000.0,120000.0,233888.34,395091.2,134066.34
281062.0,420000.0,80000.0,248839.11,416698.03,92445.484
281062.0,420000.0,100000.0,243859.31,417755.44,114716.016
281062.0,420000.0,120000.0,236428.39,415557.97,132829.19
281062.0,420000.0,140000.0,226897.05,414958.12,154351.53
281062.0,440000.0,60000.0,251270.3,434747.66,73892.71
281062.0,440000.0,80000.0,246775.64,435924.34,93039.85
281062.0,440000.0,100000.0,241495.4,436114.8,114406.59
281062.0,440000.0,120000.0,233732.61,434706.62,133308.83
281062.0,440000.0,140000.0,225534.88,434558.4,154851.92
281062.0,440000.0,160000.0,216188.95,434907.72,175988.1
281062.0,460000.0,60000.0,250319.06,454390.6,73958.71
281062.0,460000.0,80000.0,244409.56,455929.78,93276.805
281062.0,460000.0,100000.0,238828.92,455781.94,115854.43
281062.0,460000.0,120000.0,231643.25,455217.1,136445.89
281062.0,460000.0,140000.0,223883.95,455590.3,156661.52
281062.0,460000.0,160000.0,215771.78,455728.88,177588.22
281062.0,480000.0,80000.0,240779.14,477359.16,95253.625
281062.0,480000.0,100000.0,235643.73,476291.1,116651.38
281062.0,480000.0,120000.0,229017.27,473660.94,138103.22
281062.0,480000.0,140000.0,222267.84,473678.53,156575.75
281062.0,480000.0,160000.0,215337.2,474220.38,177516.06
281062.0,500000.0,100000.0,230089.97,496487.53,119257.02
281062.0,500000.0,120000.0,225745.11,493436.97,137611.73
281062.0,500000.0,140000.0,219046.92,495105.88,155867.27
281062.0,520000.0,100000.0,227867.94,517261.3,119771.47
281062.0,540000.0,40000.0,252095.31,536269.0,60758.363
281062.0,540000.0,60000.0,244391.2,539914.06,79858.11
281062.0,540000.0,80000.0,230770.86,538001.25,99746.016
281062.0,540000.0,100000.0,226157.1,537257.25,118833.72
281062.0,540000.0,120000.0,220544.77,536778.4,137464.97
281062.0,560000.0,40000.0,251813.28,560262.2,61718.625
281062.0,560000.0,60000.0,243962.2,560790.0,81599.234
281062.0,560000.0,80000.0,232812.44,559317.8,99328.13
281062.0,560000.0,100000.0,225988.0,559007.4,120196.39
281062.0,580000.0,40000.0,251334.84,578016.7,60707.477
281062.0,580000.0,60000.0,245303.25,580233.44,81371.11
281062.0,580000.0,80000.0,236886.89,579079.6,101169.42
281062.0,580000.0,100000.0,227822.56,578401.0,121344.4
281062.0,580000.0,120000.0,221023.33,578020.8,139959.47
281062.0,580000.0,140000.0,215733.23,577885.44,158508.7
281062.0,600000.0,40000.0,253611.97,597057.44,62230.957
281062.0,600000.0,60000.0,245715.08,599833.06,82573.28
281062.0,600000.0,80000.0,239169.55,597752.56,102729.95
281062.0,600000.0,100000.0,230944.1,596563.44,121182.375
281062.0,600000.0,120000.0,225493.42,596719.0,139866.98
281062.0,600000.0,140000.0,220797.1,597440.9,157344.69
281062.0,600000.0,160000.0,214480.86,597208.25,175980.78
281062.0,620000.0,60000.0,247158.42,613423.0,81997.34
281062.0,620000.0,80000.0,241815.58,615555.94,103591.99
281062.0,620000.0,100000.0,235904.08,616326.5,120091.35
281062.0,620000.0,120000.0,230245.16,616136.44,140831.22
281062.0,620000.0,140000.0,225476.67,617286.6,157705.58
281062.0,620000.0,160000.0,218313.8,615054.9,176807.56
281062.0,640000.0,80000.0,245799.0,633133.5,103703.125
281062.0,640000.0,100000.0,241914.7,636569.5,121287.47
281062.0,640000.0,120000.0,236471.86,635419.44,140565.58
281062.0,640000.0,140000.0,229135.38,634520.2,158443.14
281062.0,640000.0,160000.0,218562.14,631629.2,179087.84
281062.0,660000.0,80000.0,253072.2,651382.56,99521.6
281062.0,660000.0,100000.0,251266.08,653830.7,118978.18
281062.0,660000.0,120000.0,247901.86,654079.56,138909.1
281062.0,660000.0,140000.0,238294.89,652752.8,153074.25
281062.0,760000.0,80000.0,310323.4,734857.5,67489.64
281062.0,780000.0,80000.0,312238.4,754650.06,65227.902
281062.0,800000.0,80000.0,315145.34,772531.1,63947.684
281062.0,800000.0,100000.0,308191.44,773789.06,87740.59
281062.0,820000.0,80000.0,317263.5,794672.1,64730.527
281062.0,820000.0,100000.0,309534.7,795086.06,87947.086
261062.0,400000.0,80000.0,229025.52,398842.56,88045.28
261062.0,400000.0,100000.0,226389.67,399638.72,106719.81
261062.0,400000.0,120000.0,216565.1,394376.34,128243.9
261062.0,420000.0,80000.0,231006.03,419398.0,87884.71
261062.0,420000.0,100000.0,225267.44,418982.56,108517.52
261062.0,420000.0,120000.0,217401.73,416053.44,128460.62
261062.0,420000.0,140000.0,208827.9,415261.72,147900.28
261062.0,440000.0,60000.0,234591.38,436184.06,69632.84
261062.0,440000.0,80000.0,229633.03,438175.5,88756.99
261062.0,440000.0,100000.0,223028.27,436975.75,108768.93
261062.0,440000.0,120000.0,215007.61,436271.75,128752.05
261062.0,440000.0,140000.0,207371.06,433405.28,148714.61
261062.0,440000.0,160000.0,199575.84,432695.03,169034.62
261062.0,460000.0,60000.0,233374.83,456971.78,70622.266
261062.0,460000.0,80000.0,226566.83,457357.56,89315.77
261062.0,460000.0,100000.0,220502.0,455626.44,109043.52
261062.0,460000.0,120000.0,212593.1,455263.56,130788.91
261062.0,460000.0,140000.0,204706.53,456208.6,150712.89
