mcns_x,mcns_y,mcns_z,mcns_plot_x,mcns_plot_y,mcns_plot_z
447370.38,387045.06,1005979.69,429241.59,992882.19,232195.03
448515.06,481416.62,902006.81,436627.91,863167.75,178283.0
448834.06,369519.25,1030717.62,429457.75,1021846.94,240595.83
449141.88,410137.78,533692.62,440012.47,538670.62,368025.69
449877.44,494211.03,828448.25,439814.78,789672.31,190995.75
454396.5,377769.66,635140.38,441956.59,646583.06,365546.0
449329.81,448246.94,1011978.38,434029.12,977735.31,172943.66
453737.75,529020.62,601298.25,448981.91,566457.06,235513.98
451830.22,384804.75,1023874.62,433284.28,1010573.75,228733.14
451167.19,451293.59,856198.0,438589.69,830194.0,222157.89
455429.06,539081.69,823670.62,447572.16,770578.62,150732.34
457091.47,416552.75,818764.44,443460.94,806770.62,267665.03
454683.44,494741.78,938611.5,442813.72,893551.88,153758.19
458182.28,385450.59,837540.56,442769.56,834543.69,290510.59
461152.19,476149.56,534846.56,455048.41,519949.28,306968.69
457593.56,540227.5,821352.5,449810.81,768347.06,150713.88
459446.12,392897.06,818821.12,444692.38,814560.75,289883.06
461391.88,490298.69,539148.62,455877.69,519998.22,292046.91
466210.88,362920.0,697830.69,452094.44,709289.69,358147.56
463945.12,414474.25,998852.0,447234.19,977226.0,209438.19
460695.12,493984.5,944788.75,448678.19,899800.94,152675.64
463816.06,386356.88,617575.88,452093.12,626912.06,363469.09
465762.78,436341.75,805717.25,453287.19,788100.81,253704.58
463215.03,534214.5,750899.06,456338.72,703633.75,179728.22
465841.59,393571.56,878718.75,450110.62,871151.75,269536.47
465342.19,470297.62,899184.31,452958.69,864631.06,190194.88
469027.53,364657.72,725856.25,454465.0,736403.06,347833.62
468967.88,411678.44,557723.0,459412.81,562649.5,360250.97
468475.28,475418.16,831428.31,457440.78,799337.06,208417.66
465659.44,542551.69,835864.62,457670.75,782522.69,144846.28
469532.38,413481.5,559182.56,460023.62,563635.88,358312.06
470446.69,482884.81,686454.75,462163.16,660377.56,250075.48
470931.91,382579.62,914774.0,454065.38,909078.06,268065.31
474399.06,419393.0,864937.5,460117.31,849877.69,250218.61
473912.34,488043.22,537211.69,468307.88,519430.5,295187.38
474843.53,392484.16,622193.62,463313.62,629744.5,356687.12
475400.06,460819.78,527936.5,468695.0,518558.84,323726.75
478296.5,382490.0,883883.31,461973.5,879400.5,278298.81
475430.62,437846.25,659384.0,465390.16,650947.75,302143.66
476708.34,530777.38,853676.38,467749.12,804951.44,151787.06
475447.69,401786.75,849842.69,460579.25,841433.19,271817.78
477901.12,457600.97,527143.88,471066.91,519023.69,326697.44
478487.19,527997.38,597813.0,473787.56,562498.69,238061.92
479030.16,402466.53,654869.38,467377.38,658395.06,337025.34
481412.81,460590.22,888728.12,468696.09,858782.56,203804.39
485860.44,376096.31,903421.12,468892.16,900308.81,278126.91
481852.69,410667.75,743885.31,469122.88,739481.94,299505.41
481296.62,469523.62,712944.31,471928.09,690054.0,254108.28
481419.69,386900.78,743026.0,467597.12,746006.5,321873.19
484447.62,413894.78,878860.12,469671.22,864979.88,250965.88
483073.09,464440.44,906416.62,470253.78,874139.75,194174.91
485072.62,379847.75,712125.88,471435.94,719043.62,338847.88
485997.5,409892.0,720013.62,473629.31,717198.94,308317.56
485625.94,457812.0,896536.5,472643.75,867172.69,203939.59
486648.94,387356.59,711758.12,473352.03,716694.94,332196.06
488433.31,414118.94,714332.62,476362.5,710427.94,306298.34
486531.19,446819.66,986965.25,471506.84,956035.5,184515.19
488490.38,473032.38,531976.31,482280.56,519643.0,310777.41
491601.62,400583.81,927322.38,475380.41,915331.0,247440.44
490769.28,423614.75,720712.31,479053.78,713158.38,295218.94
491947.88,457302.31,641960.0,483151.69,627564.25,289946.62
490583.19,525188.12,578135.94,486103.34,544503.69,247285.91
489425.81,421853.69,707292.25,477836.28,701322.44,301454.62
490193.69,459928.5,661583.62,481199.22,645244.94,280764.94
496368.47,396604.16,918170.75,480105.62,908137.56,254396.05
492984.31,431660.44,903539.75,478644.16,882538.31,226191.72
494986.5,504237.5,551023.5,489919.44,527121.62,276151.66
495404.19,413886.31,676629.81,483983.81,674287.5,318985.72
496208.97,445727.91,903682.12,482516.62,878284.5,213336.02
495409.75,525990.38,580883.88,490927.5,546733.62,245721.42
498083.81,433199.12,964311.31,482779.31,939616.62,205088.14
502175.59,469825.31,536046.38,495778.38,524578.5,312009.25
502970.41,378887.19,940418.0,485441.06,935909.12,264396.78
501537.44,436033.56,658706.31,491444.88,650643.69,304549.69
503643.19,485921.22,545100.0,497823.31,527776.56,294920.88
501205.78,425715.38,942444.75,485919.19,921523.5,219198.97
502715.88,442910.31,909658.94,488772.12,885164.12,214397.03
504313.12,495322.34,551442.12,498833.56,530131.81,284465.59
502488.19,430537.88,942374.88,487428.69,919908.88,214796.12
502369.5,526134.88,605055.62,497361.75,572410.69,238693.66
506977.16,514404.31,609720.31,501409.12,578975.0,247747.16
507860.62,514439.69,568354.44,502969.94,540453.12,261459.27
514281.25,342208.06,966578.88,494648.44,970959.44,289869.91
512318.66,509237.97,604379.25,506610.62,575356.5,254347.98
513486.41,491928.5,625000.88,506581.75,600817.44,264253.25
515369.44,498131.84,616555.25,508907.78,590803.56,261132.09
518867.69,501321.94,571243.25,513308.97,547397.94,273136.91
522525.88,340470.31,964108.88,502902.88,968068.38,292199.41
520810.75,498725.97,578987.69,515010.0,555273.81,273017.34
525885.25,404232.25,925072.88,509832.22,912839.75,246295.36
525329.56,490526.56,592565.81,518916.06,570708.88,276301.62
533304.38,436618.62,628026.75,523806.06,620593.12,314592.91
538830.44,443570.25,643505.88,529311.88,634781.62,303941.47
