mcns_x,mcns_y,mcns_z,mcns_plot_x,mcns_plot_y,mcns_plot_z
442025.62,200296.47,216043.02,442803.31,202524.25,216043.02
223929.62,152033.5,205329.83,226834.3,145493.0,205329.83
320497.62,352074.41,256113.52,315245.0,349270.56,256113.52
337721.62,273882.56,236530.23,335612.69,271838.06,236530.23
272786.66,83273.78,163336.0,278428.28,78762.45,163336.0
188852.2,196058.58,192506.84,190007.56,188065.58,192506.84
195851.17,227329.52,212983.58,195737.97,219593.66,212983.58
315763.69,271360.97,204019.8,313774.5,268431.78,204019.8
299740.72,313746.06,260879.47,296052.91,310135.22,260879.47
456740.72,138812.22,265391.78,459989.41,141684.44,265391.78
93738.01,221742.88,330100.56,93933.72,209887.81,330100.56
416829.75,264432.03,278564.47,415037.91,265589.97,278564.47
464373.75,111942.27,287877.28,468701.34,115144.66,287877.28
331542.78,227879.38,153421.59,331296.69,225622.89,153421.59
418910.78,169131.73,198840.48,420965.91,170451.47,198840.48
453735.81,150259.59,101363.64,456524.66,153001.12,101363.64
109796.07,355155.72,250144.22,104590.91,343840.31,250144.22
297319.81,139868.88,146049.52,300655.88,136302.11,146049.52
395120.84,213105.97,204064.22,395419.47,213429.09,204064.22
370904.84,377258.38,207545.17,364594.06,376469.62,207545.17
609081.88,254130.28,244824.03,607549.19,263060.59,244824.03
367529.88,284834.19,296911.41,364954.34,283984.56,296911.41
519857.88,199614.22,262239.5,520599.62,204985.75,262239.5
271610.91,153633.23,176652.73,274412.09,149017.03,176652.73
382434.91,219509.45,260038.3,382485.31,219315.03,260038.3
667051.94,278418.88,318780.31,664491.12,289670.44,318780.31
318211.94,235618.8,298911.06,317664.19,232817.64,298911.06
483747.94,179400.47,196194.23,485335.44,183330.23,196194.23
451196.97,123733.98,256812.95,455059.09,126394.62,256812.95
286268.97,148075.11,246689.58,289282.66,144055.38,246689.58
286214.0,219840.8,138168.08,286329.53,215760.3,138168.08
541798.0,185661.95,280558.97,543085.25,191930.91,280558.97
84502.52,360269.22,293018.44,79111.5,347928.19,293018.44
524982.0,335355.72,268663.09,520237.75,340823.44,268663.09
279623.03,249011.95,153543.02,278565.88,244641.48,153543.02
179816.06,290111.5,330806.59,177180.55,281676.88,330806.59
261672.58,188850.45,139703.53,263059.62,183804.14,139703.53
575440.06,157742.14,309989.31,577827.44,165392.5,309989.31
215592.58,177423.36,155074.72,217478.7,170525.45,155074.72
352145.09,89791.71,116006.3,357458.75,88479.89,116006.3
486681.09,279613.69,152835.48,484219.19,283580.16,152835.48
148258.12,283834.88,300061.31,145901.84,274130.91,300061.31
578514.12,174422.88,163079.06,580225.38,182183.77,163079.06
262506.12,212723.58,251955.28,262928.41,207691.45,251955.28
154315.16,204018.38,300734.03,155177.27,194624.14,300734.03
392515.16,185902.7,206262.81,393914.5,186142.78,206262.81
364252.19,177662.08,169887.27,366007.41,176767.5,169887.27
677580.19,343632.88,248133.62,672377.12,355256.41,248133.62
631780.19,204631.22,324163.88,632228.0,214518.58,324163.88
551956.19,149557.91,165539.16,554693.25,156266.56,165539.16
225469.22,191255.47,255822.86,226788.7,184745.16,255822.86
361974.25,250109.83,288093.0,360805.56,249064.16,288093.0
581950.25,316948.0,252488.58,577902.88,324731.38,252488.58
308550.25,166177.92,279729.41,310814.69,163043.23,279729.41
409975.28,107849.78,235537.41,414512.53,108858.66,235537.41
275895.28,132581.14,270021.78,279543.16,128155.12,270021.78
705528.31,267445.91,246465.44,703379.25,280260.28,246465.44
595376.31,164641.33,296625.66,597468.75,173091.16,296625.66
328656.31,260348.67,304713.59,327101.31,257949.12,304713.59
279985.34,84546.55,265090.59,285569.69,80324.91,265090.59
152833.34,220749.25,267281.53,153020.98,211281.52,267281.53
562258.38,248268.33,316364.56,561000.62,255312.5,316364.56
591570.38,190919.45,210151.09,592604.75,199194.16,210151.09
459682.38,124375.44,254011.22,463511.66,127378.23,254011.22
461939.41,256068.92,128119.05,460448.53,259055.42,128119.05
312772.44,349444.66,191097.17,307632.31,346330.94,191097.17
169916.44,140524.3,285734.69,173329.97,131811.91,285734.69
252523.92,213929.08,133955.8,252905.66,208492.84,133955.8
436429.47,344713.78,198102.39,431379.53,346597.75,198102.39
304269.47,250387.39,152937.69,303136.62,247011.12,152937.69
545814.5,108969.77,260940.72,550195.69,115463.52,260940.72
336966.5,244442.19,232050.42,336047.09,242391.22,232050.42
206334.5,356924.47,324098.44,200979.14,349506.25,324098.44
431334.5,375443.09,220553.88,425047.72,377096.25,220553.88
502687.53,296340.53,177555.09,499537.06,300939.75,177555.09
235736.56,186682.55,276417.03,237232.33,180590.59,276417.03
452544.56,359632.84,225636.95,446879.0,362155.47,225636.95
533984.56,220147.61,128139.99,533885.56,226072.89,128139.99
180520.56,311588.44,265792.94,177017.14,303164.75,265792.94
409201.59,225757.42,161318.05,408977.84,226638.86,161318.05
441265.59,306357.5,216109.62,437760.69,308468.06,216109.62
618666.62,200245.53,185415.94,619302.25,209606.89,185415.94
390858.62,107875.91,210004.03,395410.41,108112.76,210004.03
145474.62,202139.14,301591.59,146419.83,192389.42,301591.59
615506.62,369757.41,225005.19,609299.19,378852.88,225005.19
442427.66,229529.27,86987.26,442024.44,231749.44,86987.27
382083.66,122472.45,217414.94,386053.09,122343.01,217414.94
483516.69,202823.52,148095.47,484158.47,206724.83,148095.47
429980.69,317222.22,134217.55,426046.25,318868.19,134217.55
336084.69,232808.94,303397.84,335635.81,230731.86,303397.84
491157.72,201669.61,291222.19,491839.88,205880.44,291222.19
419901.72,170770.67,157591.3,421889.84,172129.09,157591.3
553774.75,153941.0,155712.38,556333.31,160719.53,155712.38
387006.75,104293.2,121985.8,391706.34,104377.4,121985.8
631558.75,157063.83,302800.84,633927.69,166981.06,302800.84
390175.78,309361.47,136665.08,386591.25,309406.38,136665.08
300751.78,195235.38,131369.81,301849.12,191762.05,131369.81
379056.81,136296.75,257714.69,382470.47,136033.81,257714.69
338144.81,281932.97,182219.12,335710.41,279899.0,182219.12
366769.84,206115.81,116201.72,367373.91,205299.69,116201.72
301473.84,328766.0,230333.0,297178.03,325212.88,230333.0
181201.84,232984.88,308507.69,180872.22,224652.81,308507.69
429498.88,349351.66,173564.72,424267.28,350951.97,173564.72
302770.88,284522.56,291710.38,300260.75,281057.94,291710.38
538994.88,120375.18,195587.44,542921.0,126584.2,195587.44
356339.91,153425.62,232212.14,359080.34,152231.28,232212.14
297771.91,171142.92,136985.95,299844.59,167568.91,136985.95
111909.45,202643.89,319897.44,112861.69,191538.25,319897.44
668260.94,214095.3,316212.75,668296.88,225448.19,316212.75
534724.94,143943.31,167158.22,537702.75,149960.66,167158.22
439613.97,119433.43,100055.09,443659.22,121629.8,100055.09
374573.97,163789.17,235859.86,376881.0,163322.75,235859.86
489743.0,139327.78,240109.39,492943.94,143532.34,240109.39
350199.0,58004.92,161426.75,356797.94,56640.42,161426.75
75703.52,257553.09,323591.5,74467.78,244940.5,323591.5
267624.03,156812.05,152254.39,270300.06,152032.22,152254.39
304392.03,177187.42,120216.44,306215.25,173875.83,120216.44
449745.06,210222.97,83079.83,450115.56,212754.39,83079.83
515985.06,101599.57,259183.36,520688.22,106894.68,259183.36
106657.58,318526.09,340256.78,102934.28,307113.81,340256.78
560017.06,277419.41,313336.16,557583.88,284349.25,313336.16
523578.09,237244.23,229203.31,522797.16,242735.31,229203.31
326874.09,161786.58,242897.53,329300.91,159395.47,242897.53
570139.12,230223.03,229387.38,569603.75,237600.17,229387.38
302691.12,107501.64,247398.7,307329.94,104178.2,247398.7
228571.64,253231.03,325527.84,227385.73,246795.45,325527.84
190499.64,196068.08,185847.55,191653.3,188141.61,185847.55
283316.16,174121.0,157534.28,285280.41,169960.77,157534.28
505316.16,146777.64,150976.73,508203.53,151605.03,150976.73
363109.19,189837.36,177196.08,364373.66,188886.69,177196.08
551373.19,245960.53,181586.98,550217.56,252566.98,181586.98
378397.19,138043.72,231635.25,381740.81,137752.69,231635.25
326958.22,210022.81,95840.73,327437.0,207595.75,95840.73
418286.22,189744.56,157702.58,419509.41,191022.25,157702.58
358119.25,195274.94,159556.22,359168.19,194118.33,159556.22
352815.25,271114.53,306213.97,350805.78,269681.84,306213.97
502031.25,144832.33,160480.69,504999.88,149528.66,160480.69
335576.28,109557.23,256178.05,340105.25,107560.16,256178.05
378672.28,321822.12,136966.91,374593.91,321392.28,136966.91
656689.31,237821.5,317020.28,655776.44,248687.72,317020.28
274481.31,150141.48,176072.94,277421.16,145644.03,176072.94
267921.31,197791.0,136372.75,268942.22,192989.75,136372.75
480794.34,165829.97,128543.08,482932.31,169651.52,128543.08
551555.38,136611.86,193679.27,554815.62,143314.89,193679.27
254267.89,282755.16,190529.06,251868.73,277333.22,190529.06
326099.38,54999.53,216099.62,332839.38,52664.25,216099.62
441099.38,287747.16,304266.25,438346.16,289866.19,304266.25
387996.41,313679.66,140863.98,384239.25,313633.0,140863.98
160373.95,183441.78,282995.28,162062.08,174309.02,282995.28
228309.44,207533.52,275182.44,228969.23,201124.62,275182.44
294021.44,238287.25,180816.75,293385.66,234507.0,180816.75
200653.44,388641.19,302606.06,194021.88,380967.69,302606.06
480446.47,140723.58,246933.98,483598.62,144551.56,246933.98
432631.5,187886.39,233290.66,433918.0,189744.92,233290.66
373751.5,211742.89,288621.34,374122.62,211204.12,288621.34
253934.98,234597.34,303628.03,253480.91,229201.23,303628.03
469511.5,129854.73,260531.05,473111.5,133249.98,260531.05
208784.53,230090.61,240019.53,208549.3,222874.81,240019.53
411032.53,176934.73,129064.92,412778.97,177929.95,129064.92
282753.56,269259.16,156096.47,280876.19,264998.56,156096.47
686393.56,141289.48,277009.88,689354.81,153434.05,277009.88
529865.56,58891.52,192498.55,536282.12,64782.03,192498.55
538897.56,231209.84,313885.41,538347.75,237324.52,313885.41
357962.59,132875.16,240637.41,361531.59,131763.12,240637.41
300450.59,183781.58,286259.56,302010.72,180305.44,286259.56
365347.62,75907.79,139629.33,371211.19,75140.47,139629.33
316107.62,262181.06,187640.52,314488.88,259273.25,187640.52
366363.62,135178.62,220773.16,369832.78,134403.98,220773.16
275276.66,172335.89,155211.58,277319.56,167852.45,155211.58
514860.66,226649.55,236074.3,514514.66,231797.22,236074.3
340149.69,284976.66,305497.5,337590.72,283021.19,305497.5
628301.69,244981.97,321284.19,627122.81,254695.92,321284.19
262749.69,276249.41,172484.31,260606.31,271175.28,172484.31
419086.72,168554.89,113877.98,421164.97,169882.22,113877.98
419438.72,152682.11,158713.81,422157.72,154036.59,158713.81
492583.75,301681.56,176482.44,489225.81,305868.38,176482.44
508879.75,101005.77,250483.86,513612.69,106014.42,250483.86
286751.75,248321.89,294743.75,285716.62,244239.88,294743.75
275272.78,151435.02,169449.14,278159.75,146968.47,169449.14
264920.78,249388.45,138614.56,263860.38,244423.94,138614.56
648449.81,381969.38,257932.39,641722.31,392385.22,257932.39
694673.81,245819.05,321657.75,693407.0,258212.72,321657.75
487737.81,130879.09,143978.06,491281.56,135009.58,143978.06
123087.1,271668.72,206894.52,121242.66,260958.17,206894.52
518770.84,193174.23,262108.38,519773.53,198507.12,262108.38
334011.88,276447.34,127291.11,331802.38,274250.94,127291.11
466651.88,120092.8,123679.71,470648.44,123380.54,123679.71
437563.88,128442.23,174441.55,441247.0,130548.46,174441.55
422124.91,204783.62,150213.44,422737.59,206204.08,150213.44
412172.91,271209.94,218230.36,410111.16,272174.31,218230.36
210462.45,278323.91,230256.61,208277.95,271136.53,230256.61
236006.45,178363.0,275034.25,237837.98,172288.73,275034.25
522021.94,143165.22,279152.56,525041.56,148670.2,279152.56
300134.97,247453.56,300165.69,299124.03,243912.72,300165.69
315230.97,307925.94,194102.89,311765.56,304945.38,194102.89
240521.03,424031.88,607076.0,231032.16,597840.81,323044.34
255262.2,426134.59,606974.88,245818.33,598318.0,322003.81
268286.38,409140.59,624955.94,257844.06,618734.94,331321.81
269365.56,460141.25,615813.31,261378.94,595498.75,287913.56
271572.12,478785.22,617807.12,264430.62,591241.81,270044.81
271788.19,481419.94,591324.12,265218.38,565448.0,276230.44
274256.41,489931.91,587489.38,268148.41,559278.81,269578.81
276616.44,466155.38,574005.12,269632.56,553901.38,296073.12
279404.34,487332.12,570327.25,273458.28,544290.44,277637.69
280389.16,490724.75,569939.62,274604.94,542976.75,274631.38
284978.06,498168.91,630955.25,278560.5,596919.38,247658.97
284694.0,502793.31,624990.88,278608.12,589514.12,245192.11
287670.72,508182.94,624098.38,281867.94,586722.31,240370.14
291148.12,491515.88,556559.25,285639.69,529963.06,278417.31
291847.84,452495.31,548828.62,284618.19,535857.38,317197.31
293628.69,430870.12,777500.38,281585.5,757683.25,261514.06
298795.81,339265.75,975588.12,279076.62,974548.12,282196.0
295765.66,449517.0,546723.81,288426.81,534919.12,320830.38
294979.69,530700.12,612315.94,290429.34,569179.5,223000.33
298596.5,424551.81,738523.25,286890.34,723260.44,280676.34
296531.56,476921.94,765288.44,286882.69,731108.56,222382.88
301160.0,416439.12,660139.12,290357.12,652287.06,314676.25
298709.06,468027.84,808634.94,287911.69,774991.62,216381.5
303317.75,394831.31,657133.0,291586.25,655509.94,335621.81
301047.62,464053.56,819014.81,289885.59,786152.06,216746.41
304886.56,336796.75,950998.31,285452.34,953013.5,292407.41
304528.56,438666.75,720202.81,293783.25,701714.94,273825.12
303092.31,498756.88,756613.31,294579.78,716539.25,205542.5
304061.38,407237.38,935688.38,288243.69,915130.5,231327.88
304668.38,442527.31,689293.12,294619.34,671272.81,280577.0
307606.03,535703.44,582142.62,303617.12,543614.5,229664.28
306802.69,409549.75,717202.0,294705.75,708782.69,302384.03
307012.44,430356.06,647816.5,297061.91,636432.69,306013.34
307109.0,501880.69,809564.69,297880.03,765250.31,184832.19
309093.75,392200.69,938194.12,292506.16,923024.75,244625.03
308829.94,417652.56,940720.06,293428.97,916549.19,219825.28
310338.06,436633.28,651750.5,300620.56,638122.0,298886.0
311486.31,509782.81,815315.88,302523.12,768352.81,175780.92
311748.66,381375.25,734185.12,298067.12,733267.75,322991.94
311849.53,410479.88,927530.75,296317.72,906602.69,231177.22
311064.44,439542.91,955527.75,296454.09,923367.56,194481.03
310527.94,514506.69,775732.5,302401.25,730230.62,185096.34
313199.94,387809.25,736734.75,299742.88,734389.25,316473.06
315908.31,421697.44,990702.25,299836.81,962414.69,200328.75
312617.69,497024.25,833533.44,302811.12,788748.44,180815.12
317369.62,366858.78,931528.25,299644.12,925945.12,271295.75
315604.44,400107.47,656309.31,304066.5,654550.38,331898.91
315438.16,443415.75,946326.81,301170.09,913478.62,193883.94
319703.28,538087.81,591722.62,315752.59,549681.12,224243.16
321055.09,393673.56,582728.56,310526.94,585220.25,361989.81
318512.62,430639.69,913692.19,304165.56,887058.81,217095.53
318405.56,500968.25,648561.62,311826.94,613217.44,239783.5
320941.78,366126.44,896299.62,303845.34,891260.12,283248.56
319730.28,400636.69,644206.38,308377.75,643786.44,335954.0
318069.19,439270.81,655795.88,308402.31,641278.12,295335.03
320949.34,511378.69,829084.69,311879.0,780232.12,169300.0
322593.41,383080.59,908582.62,306041.72,898493.5,263762.97
319739.28,434609.66,913458.38,305584.25,885556.5,213485.84
325516.88,527883.0,568912.5,321393.34,533460.88,241761.34
324493.25,387322.62,594659.62,313477.38,598374.69,363904.16
324382.56,441671.34,908015.94,310649.5,878217.81,208845.17
323549.09,518515.09,847800.0,314538.84,795091.5,155989.22
325873.34,375035.78,662004.38,313046.81,668258.75,353817.91
326764.69,419406.78,552764.88,317842.44,550828.62,349107.62
325584.06,502639.53,730520.25,317701.62,690721.75,210994.03
333868.5,363982.0,756669.25,318922.31,761655.38,332955.47
327686.75,411257.25,781841.5,314567.09,769981.75,279973.66
329599.12,477090.44,666737.12,321552.31,639162.38,256487.27
331821.97,352075.69,728592.88,316936.5,735856.19,351977.56
330894.53,399384.31,858257.12,315951.19,845691.12,265619.25
331477.78,472924.69,542468.38,325278.94,523452.44,302364.0
330788.5,350877.81,935602.88,312227.03,935274.0,285387.0
332367.31,402177.0,787167.12,318719.28,778120.38,286963.0
335038.06,464945.56,990944.62,320995.34,949219.31,160260.28
336545.16,356497.31,675487.0,322767.03,684070.81,365556.81
336076.12,404850.72,848692.5,321543.38,835085.5,263896.0
332594.44,477115.47,664238.88,324590.59,636810.5,257378.47
335591.06,535036.62,780707.62,328263.72,730061.88,165857.12
336045.62,391456.28,835238.25,321103.0,826693.0,280953.25
337639.38,469420.41,930606.62,324848.94,890611.06,175563.38
336350.94,530509.25,617636.06,331656.94,575231.38,223132.11
338338.97,392075.94,818082.62,323703.0,810471.25,286249.66
337039.62,417728.81,1010197.31,320450.94,982683.94,197873.84
339816.56,524429.56,626543.19,334680.47,585738.38,226011.09
339678.5,387325.94,800415.75,325100.38,795573.81,296738.72
342153.81,456134.19,1008926.38,327366.5,969384.75,163176.75
344495.12,357503.59,667923.69,330836.75,677735.44,367854.12
342674.31,403872.69,553212.69,333097.47,554708.75,363053.31
342340.62,480511.78,960120.88,329578.56,914994.81,155510.75
347073.69,341387.44,716153.31,331940.94,726711.06,366026.44
343622.0,423032.41,1016032.62,327186.59,986729.12,190983.25
344646.62,524545.75,828895.38,336147.62,776888.25,158312.72
348666.5,383128.31,605286.0,337167.06,612131.56,365903.19
348062.06,475432.44,832337.12,337242.75,795289.81,202312.28
348460.0,355118.69,671179.12,334636.06,681578.25,369092.56
348119.12,425249.31,545912.31,339531.44,543594.75,347132.06
346328.44,529238.25,613681.5,341608.62,572675.75,226150.52
350046.19,374467.84,875966.75,333594.66,871290.88,283867.03
354348.19,474522.94,915984.56,342026.06,875577.62,176295.75
353286.44,368041.25,805477.56,337691.47,807093.94,313652.22
354714.91,456866.91,825711.12,343062.66,796127.12,222893.88
358609.81,347244.12,687449.5,344122.22,699951.12,371496.44
354407.81,420688.0,836920.56,340799.31,819373.0,253706.16
355095.97,485978.0,989232.75,341999.41,941960.19,142819.25
355936.12,357503.97,1024399.0,336198.06,1017050.0,250553.23
357738.28,412045.0,397586.94,353171.84,424224.72,341302.25
358025.84,474486.88,1008392.5,344051.34,963872.31,147571.53
359029.62,355761.91,996840.94,339634.75,992691.75,261454.86
360558.56,390019.25,991308.25,342940.84,974966.25,230793.3
358888.47,435245.53,824517.25,346181.12,802867.62,244286.19
359976.25,493642.09,958433.25,347813.88,909959.06,144962.81
361047.81,358591.38,990752.75,341881.72,986149.12,260972.55
364297.5,394191.91,413783.94,359128.41,423169.81,357577.44
360538.0,440039.81,839742.56,347810.31,815593.19,234682.06
359764.31,494355.47,663475.94,352552.72,631412.56,242567.19
364545.81,360578.91,907123.62,346891.09,905830.44,287115.81
363637.0,410280.94,378346.22,359686.34,415103.72,333233.16
365513.81,443896.94,556044.88,357641.75,547018.88,326887.16
362280.56,515981.47,590684.25,357321.56,555202.38,246674.83
365765.94,362908.38,1042804.5,345963.81,1032924.0,239801.83
366733.44,407276.81,570990.62,356898.28,572809.06,355889.94
364955.81,461606.81,1021908.31,350175.34,980622.69,154762.17
367549.75,337024.25,720641.31,352003.06,735136.38,370410.47
367985.62,398328.19,449314.0,361515.72,450614.44,368611.81
367924.28,463251.09,861377.62,355960.0,828153.88,205603.22
370430.44,332253.06,1006082.5,349808.72,1008357.25,280286.66
368474.0,370954.25,953995.69,350510.56,947128.69,262031.41
372724.03,436842.16,561163.12,364439.62,554584.94,331486.53
369439.12,493744.62,969913.75,357115.72,920557.31,140865.66
372827.38,355681.16,1050818.5,352537.25,1042853.0,244418.92
372333.88,387710.09,983997.12,354699.44,969357.31,236080.62
372487.34,456130.97,555310.56,365222.19,542044.0,315763.44
372375.22,337345.44,983073.25,352324.56,985863.88,283907.03
373843.78,385806.44,619967.88,362125.75,627365.19,360064.5
374438.16,455499.97,1021914.5,359427.0,982405.12,159470.19
373307.69,526092.62,762402.5,365956.97,714480.62,180124.75
373829.88,357117.19,963034.38,355026.69,960904.5,272400.19
377794.84,402701.44,586456.38,367460.0,589711.5,355358.06
374552.12,459624.53,812407.12,363211.38,783494.31,225767.55
374635.44,526505.62,776689.62,367057.97,727986.38,175099.58
376136.69,358296.62,818772.5,359830.5,823524.12,319221.75
379316.5,399151.81,469131.19,372075.59,468274.47,374335.03
377448.75,445200.88,512131.44,370252.75,507275.38,341967.47
380597.25,498191.75,574179.75,375029.78,546421.25,269653.25
379427.88,355195.72,669634.94,365495.56,683010.06,371688.88
380580.0,404206.06,486621.06,372774.78,485829.25,374596.12
379176.56,467895.47,854660.12,367535.31,820564.69,203877.39
380102.53,337088.19,971673.19,360220.53,975314.88,288330.94
384861.12,383189.31,629155.38,372857.12,637150.75,359823.0
381094.44,433870.38,561110.0,372649.59,555779.31,334856.25
381676.31,498662.0,636191.88,375120.0,604331.81,248373.17
385625.06,356630.12,822626.88,369173.88,827810.94,319765.31
386018.34,408960.16,578781.19,376099.41,580646.38,352366.5
384165.41,475051.25,898190.12,372119.28,859649.25,183024.0
386742.38,343423.12,935065.88,367801.94,938117.62,294497.88
385538.97,399906.28,966788.38,368758.44,949438.81,230864.5
385198.0,460627.81,795673.0,374159.0,767884.0,230969.62
385970.88,516550.03,779906.0,377868.22,734370.75,183626.97
386574.31,389862.91,953206.25,369510.41,940491.38,245205.64
387813.31,430709.38,562424.94,379187.31,558271.88,337656.31
390099.5,474808.75,552488.88,383757.03,534216.38,299289.41
391075.81,340183.0,925118.19,372177.16,929248.38,300672.09
388652.91,390357.84,617869.75,377172.66,624274.56,357010.0
387879.69,449758.12,494278.62,381176.38,493365.56,340980.88
390842.25,501857.25,615568.56,384780.66,583800.44,252587.58
392887.94,357746.59,771962.5,377242.0,781427.81,336738.19
392091.75,405232.06,959489.19,375671.53,941099.38,228642.25
392373.81,456018.12,789990.75,381193.81,764387.94,237557.17
392940.94,484681.56,951075.81,380483.53,906368.56,156353.25
393977.56,338227.53,724623.38,378253.53,741962.81,370289.22
394432.03,393850.59,969188.0,377292.38,954319.94,236320.72
395543.34,422833.06,790105.5,382752.19,776018.44,269051.62
393382.06,467591.62,669262.38,384745.81,646949.25,267217.28
394814.62,489621.5,777625.25,385450.38,741486.62,210087.09
396391.56,330575.56,1051809.25,374853.19,1053467.75,268222.69
396099.41,374939.69,788209.0,381030.84,790555.69,314965.03
396799.12,420140.19,798590.12,383749.31,784699.88,268686.72
397946.81,471534.19,875456.19,386096.5,839759.06,194424.16
395915.44,495888.44,693487.62,388237.75,660254.88,232455.86
399657.47,337111.44,935014.5,380453.12,939557.38,300431.56
401013.16,380971.78,637224.25,388752.34,645938.69,359807.88
399020.19,417467.0,1031851.56,381989.16,1005479.81,192834.44
399705.41,436571.5,418646.44,394624.66,447109.88,337360.28
399992.62,481899.31,566778.38,393767.69,544890.69,288110.09
402804.19,328418.75,1018622.25,381769.66,1022385.38,280549.97
399677.88,383344.41,665864.38,387008.97,673046.38,348404.03
398526.69,422241.66,790702.81,385692.81,776885.81,269535.66
399366.69,433358.31,559888.62,390894.0,555292.62,336540.97
399306.75,479744.25,920810.88,387106.16,879679.19,171406.77
400395.0,329449.88,1053202.5,378779.69,1055177.25,268929.34
403613.78,377368.56,653947.56,390908.53,662829.69,357615.31
402535.22,421363.44,529182.75,393999.78,528960.69,359274.28
403458.19,437728.94,440339.38,397761.78,458880.78,343621.12
402154.69,487372.0,781801.62,392602.31,746430.0,211123.78
405980.62,339673.38,725449.31,390305.91,742466.5,369030.5
406496.03,380154.72,636644.88,394200.56,645800.56,360970.38
403076.19,423141.75,934427.75,387917.88,911797.44,220550.83
402849.91,443914.75,786687.38,391125.06,765785.44,250538.56
405321.19,476692.69,806012.38,394846.81,773010.0,213266.44
405548.22,337317.25,363175.19,402943.75,351924.31,351093.78
404149.88,391635.25,360790.75,400822.69,397165.56,333139.94
406889.56,435216.34,783981.5,394773.91,766554.06,259925.81
407159.81,472335.59,972453.44,393751.0,930955.88,161188.17
409013.5,331050.75,984342.94,388618.75,989722.12,290701.16
409605.25,374174.38,392709.38,405245.41,399048.56,357889.81
405963.91,432355.31,928504.25,391352.78,903053.0,213815.72
406426.41,481505.81,926312.75,394218.25,884390.38,168063.02
414557.81,345105.69,378397.31,411155.28,367641.69,358977.31
409113.81,385234.19,1070906.25,389743.94,1052096.25,214967.33
411691.0,436794.28,455263.5,405538.25,467825.31,348264.06
410935.94,474355.06,868986.62,399315.09,833071.12,194395.41
410665.22,334772.0,1038423.62,389560.09,1039788.25,268678.03
412731.94,374165.94,362673.0,409504.53,384595.97,340944.09
415619.25,429209.06,419132.94,410421.38,444968.59,342545.94
412653.69,476132.69,849033.62,401447.56,813709.94,199452.66
415325.19,344627.22,947223.69,396189.56,950313.88,290606.75
413427.88,415986.41,376944.06,409477.81,419465.31,331347.0
417062.84,464503.28,549172.0,410238.88,535242.44,311503.81
416177.5,339760.88,367919.25,413312.25,357129.22,353863.84
414643.31,364883.0,834643.25,398317.94,837914.56,309452.91
415562.38,438723.97,556454.38,407363.81,550863.19,333684.0
416792.25,499098.66,645395.5,410058.12,614011.44,246266.92
420038.5,360456.19,827333.31,403656.66,831902.31,315860.19
419221.69,414087.22,997472.38,402594.53,974658.31,207924.97
421101.44,471270.69,550116.88,414585.12,534067.31,304802.69
420505.62,341551.66,993189.12,400425.5,995731.06,278325.94
420032.25,380262.56,1069683.0,400456.19,1052667.0,220072.7
422373.41,438070.88,529422.88,414543.31,526147.5,344353.12
421892.06,498995.88,694917.38,414305.41,661383.88,230097.72
423360.62,357074.97,670671.62,409429.34,685049.12,371458.03
425275.09,410368.16,570230.19,415495.78,573763.75,355614.5
423481.69,460848.22,815765.06,412066.62,788020.44,225613.72
423543.44,342721.19,960484.75,404090.44,963624.19,288249.28
423693.75,396796.44,950685.81,406967.0,936749.81,240884.48
422918.72,451844.19,546271.75,415514.47,537009.62,324934.91
423191.88,514873.62,727027.38,415830.31,686425.88,204439.27
426724.69,361666.97,1065963.5,406387.25,1054662.25,237922.56
427330.0,415805.69,1009835.75,410574.44,985977.94,202382.59
426910.06,477856.88,892147.75,415048.62,854293.31,184026.36
429577.19,342844.19,965706.0,410041.81,968590.5,286555.16
430752.88,370958.25,653043.75,417722.94,664920.88,365023.75
427416.62,432125.88,818593.12,414567.72,800540.5,251943.97
428635.75,497490.81,652100.38,421696.72,621285.62,246011.73
430620.44,354603.25,907321.62,412607.69,909796.06,295129.69
431738.06,404867.72,995647.62,414679.72,976464.44,217776.69
432340.94,469712.91,814192.88,421367.0,783825.94,218112.8
433125.66,347867.0,697089.12,418277.91,713852.5,371897.62
433863.75,400633.88,970549.0,417007.84,954155.5,230564.33
432820.91,454942.06,817770.62,421079.56,792153.44,230852.69
434313.03,345614.03,986158.75,414554.56,987445.38,277272.81
437539.44,390375.38,1052545.5,418774.91,1034938.44,214315.83
434892.5,453983.53,815418.06,423142.97,790301.0,232607.84
435311.25,526446.75,606196.88,430379.94,571353.62,235434.47
436942.41,371997.25,646804.5,424077.5,658509.31,366180.69
438714.0,434220.75,1005163.62,422917.94,975409.5,186968.84
439681.38,526115.56,741793.62,432605.53,696895.94,189390.08
439808.25,376681.06,1049939.75,420447.69,1037243.56,227599.88
438261.69,450848.03,1012016.88,423111.03,976484.56,169795.72
437695.91,543141.75,773225.5,430891.91,721186.56,163045.88
439507.0,380768.0,968229.44,421691.5,959443.88,250754.98
441250.62,452310.09,837729.19,429040.06,812141.44,226999.59
442511.5,529242.0,824297.12,434237.69,773276.0,158686.44
442737.19,381365.28,941487.25,425386.5,934150.62,259337.31
442664.38,462955.66,860483.75,430590.56,829984.56,209330.16
444805.66,357712.56,988448.12,425555.56,986214.12,265758.62
443649.53,405181.16,1038284.5,425836.12,1016959.38,204864.25
446997.5,489457.62,544242.12,441392.38,524061.69,290630.06
447197.44,360768.88,998337.25,427933.12,994409.75,259644.47
