x_fanc,y_fanc,z_fanc,x_manc,y_manc,z_manc
100000,800000,140000,115345,195082,104927
100000,820000,40000,128977,72884,122367
100000,820000,60000,128530,91639,117181
100000,820000,80000,128487,110902,111110
100000,820000,100000,121673,143758,99895
100000,820000,120000,118256,168467,93288
100000,840000,60000,127685,93702,99026
100000,840000,80000,128045,118921,89035
100000,840000,100000,122562,141900,81426
100000,840000,120000,117353,166980,76651
100000,860000,60000,126450,96168,81660
100000,860000,80000,125273,118896,74119
100000,860000,100000,121574,141339,66133
120000,380000,60000,158175,233521,500234
120000,380000,80000,153372,257322,497665
120000,400000,60000,153381,229975,485163
120000,400000,80000,146584,254404,482143
120000,400000,100000,145233,279861,476499
120000,400000,120000,144900,296393,472836
120000,400000,140000,144665,315370,464849
120000,420000,40000,156826,201699,469888
120000,420000,60000,151274,225707,469634
120000,420000,80000,147547,248455,464606
120000,420000,100000,144108,271209,458782
120000,420000,120000,143365,290911,455219
120000,420000,140000,143081,310258,447083
120000,420000,160000,143760,328050,437537
120000,440000,40000,156079,197165,454580
120000,440000,60000,151110,217013,454236
120000,440000,80000,149517,240921,447112
120000,440000,100000,144400,263065,439989
120000,440000,120000,144123,283212,432566
120000,440000,140000,144045,304264,424887
120000,440000,160000,144601,325105,416886
120000,460000,40000,158004,191202,438916
120000,460000,60000,153633,212437,439304
120000,460000,80000,151557,235315,430720
120000,460000,100000,147285,255996,423323
120000,460000,120000,147023,280756,410100
120000,460000,140000,145140,298440,404456
120000,460000,160000,145436,318537,396975
120000,460000,180000,147295,332037,390382
120000,480000,20000,163046,160425,423588
120000,480000,40000,160480,187115,421504
120000,480000,60000,155210,208387,419688
120000,480000,80000,155744,231988,412343
120000,480000,100000,153163,252009,404146
120000,480000,120000,148233,276245,391713
120000,480000,140000,144723,293474,384687
120000,480000,160000,147811,315122,378023
120000,500000,20000,163141,154673,408131
120000,500000,40000,161278,179993,406706
120000,500000,60000,158795,203604,402095
120000,500000,80000,159313,227497,394422
120000,500000,100000,157352,246176,386550
120000,500000,120000,151520,273739,372250
120000,500000,140000,150689,293018,369668
120000,500000,160000,150927,310591,362108
120000,520000,20000,162872,148796,392252
120000,520000,40000,161321,170951,391476
120000,520000,60000,161096,196413,382318
120000,520000,80000,159187,219396,370896
120000,520000,100000,160826,247005,361909
120000,520000,120000,156327,267010,357294
120000,520000,140000,154821,291581,349536
120000,540000,20000,162777,142547,374849
120000,540000,40000,159332,165281,374660
120000,540000,60000,159288,188177,363359
120000,540000,80000,159660,213383,354347
120000,540000,100000,160162,239702,346653
120000,540000,120000,157554,264705,339170
120000,540000,140000,156134,289246,329498
120000,560000,20000,161814,137634,356301
120000,560000,40000,158255,160354,354699
120000,560000,60000,158864,184490,347772
120000,560000,80000,160502,210215,341198
120000,560000,100000,161423,234712,332420
120000,560000,120000,158250,256225,322987
120000,560000,140000,155657,279095,310143
120000,560000,160000,154718,297736,304078
120000,580000,20000,161079,131913,337906
120000,580000,40000,155947,157626,333720
120000,580000,60000,160973,181047,332405
120000,580000,80000,159632,204088,326841
120000,580000,100000,159678,228490,315552
120000,580000,120000,157633,251038,303801
120000,580000,140000,156861,273283,295370
120000,580000,160000,156998,293380,286705
120000,600000,20000,160662,129065,319899
120000,600000,40000,157151,149851,314023
120000,600000,60000,159935,175974,315903
120000,600000,80000,160265,199316,310736
120000,600000,100000,158936,221329,299183
120000,600000,120000,159490,243322,287777
120000,600000,140000,159567,266493,277505
120000,600000,160000,160033,288213,265443
120000,600000,180000,158217,307118,261364
120000,620000,20000,162844,122619,304142
120000,620000,40000,158337,140546,301784
120000,620000,60000,159712,165242,297603
120000,620000,80000,159120,192548,293583
120000,620000,100000,159252,215420,282392
120000,620000,120000,160716,237293,270428
120000,620000,140000,163001,256539,254609
120000,620000,160000,161084,280564,243936
120000,620000,180000,158756,302765,241408
120000,640000,20000,163306,112694,288302
120000,640000,40000,159833,134727,286103
120000,640000,60000,159280,159095,280703
120000,640000,80000,156208,183865,275411
120000,640000,100000,159076,210244,266721
120000,640000,120000,161202,229796,251953
120000,640000,140000,162964,249246,232208
120000,640000,160000,159825,274180,223283
120000,660000,20000,162626,104414,272237
120000,660000,40000,160703,127446,270451
120000,660000,60000,158764,151477,266238
120000,660000,80000,156766,175697,259311
120000,660000,100000,156967,200715,248739
120000,660000,120000,157166,221081,232186
120000,660000,140000,156750,244499,210641
120000,660000,160000,155126,271803,202675
120000,680000,20000,160943,96424,255389
120000,680000,40000,161211,118506,255258
120000,680000,60000,157513,144414,248881
120000,680000,80000,155312,167398,243114
120000,680000,100000,152563,190024,229166
120000,700000,20000,158609,89880,237652
120000,700000,40000,158329,109930,237117
120000,700000,60000,156371,134971,230760
120000,700000,80000,150326,155949,225971
120000,700000,100000,146009,181609,215495
120000,720000,20000,155849,82772,218644
120000,720000,40000,152939,100197,218410
120000,720000,60000,150455,123260,212167
120000,720000,80000,143259,154146,207458
120000,720000,100000,139775,177440,192859
120000,740000,20000,154394,74137,198118
120000,740000,40000,150881,91091,196410
120000,740000,60000,146754,110378,192323
120000,740000,80000,141791,135815,185795
120000,740000,100000,137665,157979,174830
120000,740000,120000,132728,190527,161721
120000,760000,20000,152266,66383,177499
120000,760000,40000,149767,81139,174377
120000,760000,60000,146878,99856,170964
120000,760000,80000,141296,122673,166862
120000,760000,100000,135824,154522,154821
120000,760000,120000,131028,184645,145937
120000,780000,40000,146637,76539,155239
120000,780000,60000,144483,92055,151858
120000,780000,80000,141781,117205,144675
120000,780000,100000,134730,151287,135851
120000,780000,120000,130149,178038,126946
120000,780000,140000,127493,204393,117710
120000,800000,40000,144333,76293,138135
120000,800000,60000,142603,91302,133287
120000,800000,80000,143531,112296,125868
120000,800000,100000,133971,149007,114581
120000,800000,120000,129961,176276,105760
120000,800000,140000,126157,200796,100066
120000,820000,40000,142250,77456,119927
120000,820000,60000,141278,92939,114300
120000,820000,80000,141622,114317,106297
120000,820000,100000,134841,148770,94382
120000,820000,120000,130353,176921,85390
120000,820000,140000,126984,197876,82017
120000,840000,40000,140266,79635,103294
120000,840000,60000,139802,97231,95957
120000,840000,80000,138847,122506,83520
120000,840000,100000,134505,152576,74294
120000,840000,120000,130699,173764,67840
120000,860000,60000,139351,102720,78473
120000,860000,80000,139059,125074,68386
120000,860000,100000,135624,148423,60263
120000,860000,120000,130413,169176,54867
140000,400000,60000,170182,235408,481467
140000,400000,80000,164496,260066,479393
140000,400000,100000,162525,281025,476179
140000,400000,120000,163809,300865,471728
140000,420000,40000,173465,207553,466438
140000,420000,60000,167406,234128,464716
140000,420000,80000,164121,255617,463789
140000,420000,100000,162705,276848,460074
140000,420000,120000,160478,296783,455742
140000,420000,140000,160738,314440,444494
140000,420000,160000,163922,331539,435130
140000,440000,40000,172523,205302,450911
140000,440000,60000,167023,225954,449050
140000,440000,80000,170141,249928,445236
140000,440000,100000,165082,269495,437318
140000,440000,120000,164158,289210,429686
140000,440000,140000,164197,308885,424370
140000,440000,160000,165391,328621,414614
140000,460000,40000,174526,199431,436966
140000,460000,60000,171751,219677,435061
140000,460000,80000,171674,243880,429238
140000,460000,100000,166824,263491,419846
140000,460000,120000,167204,283753,410055
140000,460000,140000,165763,302411,402985
140000,460000,160000,165507,322616,393555
140000,480000,20000,179002,163888,422134
140000,480000,40000,176489,192504,421125
140000,480000,60000,172945,213968,418631
140000,480000,80000,174439,235221,411192
140000,480000,100000,170820,257532,401348
140000,480000,120000,169923,280096,391823
140000,480000,140000,166969,298208,383903
140000,480000,160000,166461,316388,375459
140000,500000,20000,179218,157598,406671
140000,500000,40000,177435,182632,404737
140000,500000,60000,176155,206243,403292
140000,500000,80000,177763,228351,395803
140000,500000,100000,175592,250774,386015
140000,500000,120000,171515,275440,374587
140000,500000,140000,169704,295851,365994
140000,500000,160000,168162,312347,358370
140000,520000,20000,179133,150556,389791
140000,520000,40000,178350,175715,389955
140000,520000,60000,177862,200403,382266
140000,520000,80000,176566,221681,372555
140000,520000,100000,177307,243033,365317
140000,520000,120000,174707,268772,358261
140000,520000,140000,173344,291382,349430
140000,540000,20000,178836,142572,372044
140000,540000,40000,177256,163191,371221
140000,540000,60000,175612,191252,363037
140000,540000,80000,176869,215906,354145
140000,540000,100000,177921,237413,347892
140000,540000,120000,175521,259370,339667
140000,540000,140000,174074,284958,329504
140000,560000,20000,178235,137285,355219
140000,560000,40000,176056,159703,354106
140000,560000,60000,174092,184337,348305
140000,560000,80000,174863,212171,338639
140000,560000,100000,177851,237039,331319
140000,560000,120000,176198,254293,321856
140000,560000,140000,173265,277234,314630
140000,560000,160000,171037,298744,307480
140000,580000,20000,179436,133324,335748
140000,580000,40000,176643,158007,334081
140000,580000,60000,176271,181571,333107
140000,580000,80000,174847,205435,326443
140000,580000,100000,175988,228311,318178
140000,580000,120000,176592,249327,307968
140000,580000,140000,174172,273900,301244
140000,580000,160000,171791,296643,291088
140000,600000,20000,178744,129605,317295
140000,600000,40000,176282,148741,312198
140000,600000,60000,178770,176214,314301
140000,600000,80000,174946,197844,309892
140000,600000,100000,177063,221109,301917
140000,600000,120000,175615,242875,290260
140000,600000,140000,174101,267076,282253
140000,600000,160000,172823,289205,267978
140000,620000,20000,180903,123853,302302
140000,620000,40000,177811,142162,299501
140000,620000,60000,177411,168774,297779
140000,620000,80000,174163,189997,292399
140000,620000,100000,175016,213624,283524
140000,620000,120000,173376,238049,272680
140000,620000,140000,175528,256288,258759
140000,620000,160000,173207,280973,245071
140000,640000,20000,180395,115693,287334
140000,640000,40000,180939,138596,286045
140000,640000,60000,175882,164492,281814
140000,640000,80000,174705,183874,276639
140000,640000,100000,175074,211162,270222
140000,640000,120000,173436,233154,257318
140000,640000,140000,174871,250121,236607
140000,640000,160000,172869,272191,226659
140000,660000,20000,178666,108311,272344
140000,660000,40000,179298,131381,272518
140000,660000,60000,177239,156672,266826
140000,660000,80000,171648,177515,260971
140000,660000,100000,170164,205586,251905
140000,660000,120000,169962,225234,235898
140000,660000,140000,169656,245425,214690
140000,680000,20000,176509,101289,256613
140000,680000,40000,177073,127570,254080
140000,680000,60000,174767,150229,250967
140000,680000,80000,170177,174145,243101
140000,680000,100000,163626,195726,230335
140000,700000,20000,174444,95400,238867
140000,700000,40000,174079,119176,238522
140000,700000,60000,169181,141603,230832
140000,700000,80000,165717,166382,224659
