x_fanc,y_fanc,z_fanc,x_manc,y_manc,z_manc
140000,700000,100000,156749,186375,216193
140000,720000,0,173956,70962,217990
140000,720000,20000,171860,89238,219819
140000,720000,40000,168197,106840,219025
140000,720000,60000,163484,132937,212418
140000,720000,80000,157020,156156,204921
140000,720000,100000,150225,182502,193322
140000,740000,20000,170436,80511,199733
140000,740000,40000,164987,96165,200180
140000,740000,60000,159885,120229,192608
140000,740000,80000,153884,144468,184225
140000,740000,100000,148134,168138,174403
140000,740000,120000,144422,195004,160812
140000,760000,20000,169506,74328,178179
140000,760000,40000,165488,88178,176551
140000,760000,60000,159456,107759,170794
140000,760000,80000,154332,133159,164458
140000,760000,100000,148077,160966,153346
140000,760000,120000,142526,187942,143359
140000,760000,140000,140142,211975,130234
140000,780000,20000,164491,68622,157668
140000,780000,40000,161668,81248,154888
140000,780000,60000,160073,98199,149451
140000,780000,80000,155922,128065,141787
140000,780000,100000,148264,155658,131875
140000,780000,120000,141558,182299,122006
140000,780000,140000,138181,207754,113251
140000,800000,40000,157332,81315,135324
140000,800000,60000,156468,95374,130333
140000,800000,80000,155557,121463,121282
140000,800000,100000,146478,153972,108852
140000,800000,120000,141544,183002,98943
140000,800000,140000,138501,202278,96062
140000,820000,20000,156662,67988,121719
140000,820000,40000,154019,82024,117505
140000,820000,60000,152612,95209,112574
140000,820000,80000,153511,129600,96057
140000,820000,100000,145767,160427,85226
140000,820000,120000,142409,183569,77131
140000,820000,140000,139682,201308,78032
140000,840000,0,158226,51379,107830
140000,840000,20000,154058,68296,105905
140000,840000,40000,150561,84906,102127
140000,840000,60000,150210,101764,93094
140000,840000,80000,151328,132406,78374
140000,840000,100000,148104,163356,65096
140000,840000,120000,143560,181338,61879
140000,860000,0,156612,47290,91807
140000,860000,20000,151912,67727,90457
140000,860000,40000,149062,90558,85008
140000,860000,60000,150326,109905,74334
140000,860000,80000,150968,132937,64102
140000,860000,100000,149029,155382,54725
140000,860000,120000,143408,174949,49613
140000,880000,0,156558,42879,73685
140000,880000,20000,153310,67144,71744
140000,880000,40000,153012,92030,67310
140000,900000,0,156010,37304,55649
140000,900000,20000,154018,61525,53615
140000,900000,40000,153294,86409,51614
160000,400000,80000,186225,263263,477965
160000,400000,100000,185002,285112,475030
160000,400000,120000,184000,305180,469083
160000,420000,60000,187048,237723,463649
160000,420000,80000,186207,259461,462134
160000,420000,100000,183156,282606,457958
160000,420000,120000,181914,300144,448889
160000,420000,140000,183209,318151,442100
160000,420000,160000,184131,335098,432518
160000,440000,40000,190586,209487,448444
160000,440000,60000,187812,233636,448448
160000,440000,80000,186795,253808,446228
160000,440000,100000,184443,275793,435980
160000,440000,120000,182894,295093,426332
160000,440000,140000,183215,312788,421276
160000,440000,160000,182554,332035,410502
160000,460000,40000,191536,205203,433646
160000,460000,60000,189369,226013,432958
160000,460000,80000,189341,244539,427314
160000,460000,100000,187381,267580,417412
160000,460000,120000,184093,288508,409304
160000,460000,140000,185152,304614,404229
160000,460000,160000,180570,325128,390729
160000,460000,180000,180697,340887,384795
160000,480000,40000,193056,195466,419114
160000,480000,60000,189896,219941,416483
160000,480000,80000,190016,236489,410726
160000,480000,100000,188632,258671,399986
160000,480000,120000,186236,281488,391939
160000,480000,140000,184209,300723,381312
160000,480000,160000,182450,319012,371510
160000,500000,40000,193478,186496,404433
160000,500000,60000,191184,210233,400643
160000,500000,80000,190446,228567,393620
160000,500000,100000,189847,252371,383888
160000,500000,120000,188449,274805,375257
160000,500000,140000,185944,295476,363225
160000,500000,160000,184610,313965,355501
160000,520000,20000,195761,152654,388491
160000,520000,40000,194457,178241,391372
160000,520000,60000,191740,201986,381778
160000,520000,80000,190753,220156,370708
160000,520000,100000,191599,240094,364955
160000,520000,120000,190030,266392,358691
160000,520000,140000,188139,291198,348880
160000,520000,160000,188119,308366,341339
160000,540000,20000,195223,145036,369590
160000,540000,40000,194350,164980,369518
160000,540000,60000,192619,192008,365517
160000,540000,80000,191334,216607,354982
160000,540000,100000,192729,234777,351184
160000,540000,120000,190948,257589,339949
160000,540000,140000,189930,284587,329411
160000,540000,160000,188980,303191,323441
160000,560000,20000,196163,137906,352395
160000,560000,40000,194522,160224,351760
160000,560000,60000,193242,188978,348436
160000,560000,80000,194036,210376,342115
160000,560000,100000,192506,233060,335057
160000,560000,120000,190910,254994,323142
160000,560000,140000,188791,278434,315141
160000,560000,160000,188614,299219,309245
160000,580000,20000,196928,134111,333565
160000,580000,40000,195237,155528,332854
160000,580000,60000,193974,182950,330337
160000,580000,80000,191650,203427,326800
160000,580000,100000,192464,228197,317964
160000,580000,120000,191252,248695,309506
160000,580000,140000,188932,274875,300434
160000,580000,160000,188856,296737,292967
160000,580000,180000,186541,315845,284445
160000,600000,20000,196766,131323,316267
160000,600000,40000,195098,152575,314596
160000,600000,60000,194988,175311,312643
160000,600000,80000,194154,196200,307452
160000,600000,100000,191382,222429,302611
160000,600000,120000,191106,242201,292719
160000,600000,140000,189423,269053,282150
160000,600000,160000,185046,289007,268811
160000,600000,180000,186525,311447,264645
160000,620000,20000,197296,126844,299967
160000,620000,40000,196096,146760,296902
160000,620000,60000,193712,169179,296354
160000,620000,80000,194485,191397,293297
160000,620000,100000,192023,213227,279830
160000,620000,120000,189365,237965,272396
160000,620000,140000,185644,256680,260581
160000,620000,160000,184336,282075,245531
160000,640000,20000,196386,120846,284658
160000,640000,40000,195982,144308,281008
160000,640000,60000,193412,166510,278858
160000,640000,80000,190785,185023,275489
160000,640000,100000,192127,215521,261989
160000,640000,120000,186536,234068,259757
160000,640000,140000,184986,251288,240035
160000,640000,160000,183819,273518,227977
160000,660000,20000,194592,114535,271109
160000,660000,40000,193841,137433,267892
160000,660000,60000,190741,161265,265152
160000,660000,80000,186756,181403,261083
160000,660000,100000,185421,212701,252740
160000,660000,120000,183250,229797,239176
160000,680000,20000,192192,108538,256716
160000,680000,40000,191070,131778,253990
160000,680000,60000,188534,155244,249495
160000,680000,80000,183582,178758,240516
160000,680000,100000,176931,206257,230993
160000,680000,120000,175186,222273,213363
160000,700000,0,190406,82907,235251
160000,700000,20000,190670,103112,239195
160000,700000,40000,189173,124402,237086
160000,700000,60000,182749,147204,228911
160000,700000,80000,177071,173282,221123
160000,700000,100000,169734,197243,207735
160000,700000,120000,167399,214337,191410
160000,720000,0,188897,77451,217018
160000,720000,20000,187117,94100,219643
160000,720000,40000,183390,115912,219598
160000,720000,60000,176986,139511,210475
160000,720000,80000,171263,166463,203673
160000,720000,100000,164122,185545,190277
160000,720000,120000,160889,205964,174510
160000,740000,0,186994,71901,198780
160000,740000,20000,184114,86452,200943
160000,740000,40000,178221,105164,200672
160000,740000,60000,172438,130788,189585
160000,740000,80000,167310,156116,182384
160000,740000,100000,160111,176290,173488
160000,740000,120000,156917,196983,158781
160000,760000,0,185023,67497,179423
160000,760000,20000,181827,81329,179340
160000,760000,40000,176238,96830,176448
160000,760000,60000,170881,120601,169358
160000,760000,80000,166272,144842,161230
160000,760000,100000,159396,167260,151251
160000,760000,120000,153397,190408,137726
160000,760000,140000,150770,214423,125962
160000,780000,0,181265,63579,159361
160000,780000,20000,179534,76501,159036
160000,780000,40000,174288,88595,154535
160000,780000,60000,170552,117002,147974
160000,780000,80000,168652,135255,137708
160000,780000,100000,159615,162278,124843
160000,780000,120000,152101,186723,116072
160000,780000,140000,149092,208126,109090
160000,800000,0,176856,59700,140995
160000,800000,20000,171758,72840,138790
160000,800000,40000,167168,87328,133507
160000,800000,60000,166548,102808,128031
160000,800000,80000,167991,134503,111617
160000,800000,100000,157632,163559,97261
160000,800000,120000,152711,185976,92757
160000,800000,140000,150547,205089,91990
160000,820000,0,172610,59566,122446
160000,820000,20000,167456,74022,119892
160000,820000,40000,162839,87558,115775
160000,820000,60000,161934,105170,108270
160000,820000,80000,166510,141490,85522
160000,820000,100000,159125,166849,75838
160000,820000,120000,154112,187412,73163
160000,840000,0,170144,58470,105792
160000,840000,20000,164606,74642,103801
160000,840000,40000,159102,92211,100619
160000,840000,60000,163882,119946,83473
160000,840000,80000,164248,140128,72858
160000,840000,100000,161328,163783,60455
160000,840000,120000,155668,182902,58970
160000,860000,0,167906,51888,90491
160000,860000,20000,162438,74254,88142
160000,860000,40000,159815,101073,81295
160000,860000,60000,163355,120290,70426
160000,860000,80000,163607,139454,58814
160000,860000,100000,160757,159658,49506
160000,880000,0,168631,47073,71318
160000,880000,20000,164403,70610,69382
160000,880000,40000,163643,100862,64346
160000,880000,60000,163506,118503,54054
160000,900000,0,168816,42710,52605
160000,900000,20000,165804,64302,50490
160000,900000,40000,165613,92768,49746
160000,900000,60000,163205,112201,39818
160000,920000,20000,166668,59476,34207
160000,920000,40000,165385,84226,31755
180000,400000,80000,206102,265179,475547
180000,400000,100000,204481,287805,471339
180000,400000,120000,202354,308751,467009
180000,400000,140000,203323,328733,455724
180000,400000,160000,202886,344091,447986
180000,420000,60000,206885,239035,461579
180000,420000,80000,203432,260113,458541
180000,420000,100000,201757,282272,453039
180000,420000,120000,203260,305462,447354
180000,420000,140000,201739,322673,438155
180000,420000,160000,200901,339520,427919
180000,420000,180000,201525,355575,419699
180000,440000,40000,208797,211092,446732
180000,440000,60000,207619,232633,444190
180000,440000,80000,203944,251853,442340
180000,440000,100000,202870,276719,434273
180000,440000,120000,202335,295006,426259
180000,440000,140000,200361,316080,418113
180000,440000,160000,198656,335373,406961
180000,440000,180000,197876,351581,400744
180000,460000,40000,208837,205722,432670
180000,460000,60000,206454,226165,429936
180000,460000,80000,206019,244726,425595
180000,460000,100000,205561,267767,416420
180000,460000,120000,202834,287616,406532
180000,460000,140000,201571,308636,398885
180000,460000,160000,199948,327303,389098
180000,460000,180000,198429,342902,383284
180000,480000,40000,209453,195368,417689
180000,480000,60000,207218,218346,416866
180000,480000,80000,206920,233966,410668
180000,480000,100000,205171,256595,400251
180000,480000,120000,204248,280732,390357
180000,480000,140000,203549,300215,380464
180000,480000,160000,202991,318544,369307
180000,480000,180000,199890,337318,364585
180000,500000,40000,209523,188818,403095
180000,500000,60000,208001,209071,398750
180000,500000,80000,207767,227901,389574
180000,500000,100000,204454,251505,383684
180000,500000,120000,203965,275924,372619
180000,500000,140000,204784,295870,364117
180000,500000,160000,204073,313555,355896
180000,520000,20000,213174,152182,386566
180000,520000,40000,210154,178099,389201
180000,520000,60000,209591,198683,380268
180000,520000,80000,206810,223134,371512
180000,520000,100000,207157,241262,364962
180000,520000,120000,207115,267985,356084
180000,520000,140000,204838,290265,348492
180000,520000,160000,204678,311210,340678
180000,540000,20000,213956,143467,369094
180000,540000,40000,212871,167632,370090
180000,540000,60000,212540,191471,363932
180000,540000,80000,209862,217167,354076
180000,540000,100000,207659,239181,349993
180000,540000,120000,207635,261185,339464
180000,540000,140000,206998,284306,329457
180000,540000,160000,205535,307113,323877
180000,560000,20000,214222,136262,350767
180000,560000,40000,214157,157895,351974
180000,560000,60000,215239,188333,345869
180000,560000,80000,212605,212781,340222
180000,560000,100000,207876,234317,332277
180000,560000,120000,207645,255000,324526
180000,560000,140000,207668,279356,314490
180000,560000,160000,205871,302759,308401
180000,560000,180000,203415,320314,301274
180000,580000,20000,214002,132907,331865
180000,580000,40000,214244,152486,331569
180000,580000,60000,215301,184455,329715
180000,580000,80000,212256,206068,327204
180000,580000,100000,208094,229441,318044
180000,580000,120000,207067,249324,308393
180000,580000,140000,204861,275378,296623
180000,580000,160000,204682,297093,290911
180000,580000,180000,201375,318676,282410
180000,600000,20000,212823,131821,314081
180000,600000,40000,211138,152444,314543
180000,600000,60000,212382,178062,309735
180000,600000,80000,210666,199201,307735
180000,600000,100000,207570,220518,300306
180000,600000,120000,206153,241847,290687
180000,600000,140000,203614,269079,279933
180000,600000,160000,200551,292180,269835
180000,600000,180000,199446,315667,263978
180000,620000,20000,212280,128382,297164
180000,620000,40000,211776,148639,294361
180000,620000,60000,211663,174132,293219
180000,620000,80000,209553,192652,290207
180000,620000,100000,207821,212845,279915
180000,620000,120000,203371,240354,270243
180000,620000,140000,197307,259040,258988
180000,620000,160000,195657,285263,245915
180000,620000,180000,197251,311688,240104
180000,640000,20000,211660,124170,281739
180000,640000,40000,211574,147662,279096
180000,640000,60000,208912,168473,277476
180000,640000,80000,205912,188420,272851
180000,640000,100000,204326,211814,263740
180000,640000,120000,198742,233964,254689
180000,640000,140000,194978,251180,239975
180000,640000,160000,194705,279992,225705
180000,640000,180000,195505,303833,218815
180000,660000,20000,210422,120226,267951
180000,660000,40000,209519,143770,265925
180000,660000,60000,206382,163509,262371
180000,660000,80000,201515,184872,257238
180000,660000,100000,197451,212073,250040
180000,660000,120000,193855,229544,239056
180000,660000,140000,192807,248994,218005
180000,660000,160000,193707,274919,205161
180000,680000,20000,208075,117165,252528
180000,680000,40000,206344,136252,250654
180000,680000,60000,201502,155808,245361
180000,680000,80000,196102,182879,237856
180000,680000,100000,190608,211197,229437
180000,680000,120000,187979,226286,212648
180000,700000,0,205266,88753,232959
180000,700000,20000,204895,111405,234838
180000,700000,40000,201379,129588,233361
180000,700000,60000,196392,150590,227534
180000,700000,80000,190188,175924,218354
180000,700000,100000,184640,202289,206229
180000,720000,0,203261,84034,215465
180000,720000,20000,202312,102280,218399
180000,720000,40000,196011,122420,215780
180000,720000,60000,190781,144928,206021
180000,720000,80000,183435,169816,200086
180000,720000,100000,178423,191508,187456
180000,740000,0,201074,78570,197723
180000,740000,20000,199060,94664,199373
180000,740000,40000,191315,113713,197823
180000,740000,60000,185682,137444,184403
180000,740000,80000,180212,161890,178721
180000,740000,100000,172608,185635,171597
180000,740000,120000,168380,203593,155048
180000,760000,0,197745,73551,178599
180000,760000,20000,193754,88179,178990
180000,760000,40000,188999,103706,175110
180000,760000,60000,183606,131738,165144
180000,760000,80000,177665,151639,157781
180000,760000,100000,170369,174090,147563
180000,760000,120000,163586,196109,131084
180000,780000,0,194236,69300,158382
180000,780000,20000,189932,81268,157548
180000,780000,40000,185255,98448,153204
180000,780000,60000,181894,124523,144296
180000,780000,80000,179503,141927,130770
180000,780000,100000,169418,167820,114461
180000,780000,120000,162360,191854,108281
180000,780000,140000,160114,212606,104798
180000,800000,0,190452,64755,139085
180000,800000,20000,184818,79237,136445
180000,800000,40000,177059,98112,130352
180000,800000,60000,178361,118934,121818
180000,800000,80000,177325,143639,96148
180000,800000,100000,167611,170756,86722
180000,800000,120000,162363,189650,87693
180000,820000,0,187654,63547,120268
180000,820000,20000,179406,79889,117585
180000,820000,40000,172550,100602,111273
180000,820000,60000,177165,123391,93858
180000,820000,80000,176027,148169,77470
180000,820000,100000,169237,168855,72302
180000,820000,120000,163916,188402,71936
180000,840000,0,184457,63541,103356
180000,840000,20000,176221,81148,100927
180000,840000,40000,173794,109666,89643
180000,840000,60000,178076,126962,76282
180000,840000,80000,175826,148007,64961
180000,840000,100000,170992,167180,59348
180000,860000,0,181368,58278,86797
180000,860000,20000,175482,81089,84299
180000,860000,40000,176341,110969,72979
180000,860000,60000,177908,127233,61914
180000,880000,0,180681,49724,67611
180000,880000,20000,177556,75247,66007
180000,880000,40000,176225,107620,57134
180000,880000,60000,176270,123623,49653
180000,900000,0,181031,45961,48252
180000,900000,20000,178909,67749,47120
180000,900000,40000,175848,97098,40988
180000,900000,60000,175221,116518,35346
180000,920000,0,181893,40753,33877
180000,920000,20000,179618,63148,31097
180000,920000,40000,176744,89805,25698
200000,380000,120000,221497,311466,482701
200000,380000,140000,220784,332270,475780
200000,400000,60000,225704,241297,477450
200000,400000,80000,223396,265012,477002
200000,400000,100000,219580,289734,471209
200000,400000,120000,218288,310379,465107
200000,400000,140000,218941,330899,455772
200000,400000,160000,219818,345695,445479
200000,420000,40000,227622,212858,460998
200000,420000,60000,223509,239642,462282
200000,420000,80000,221956,259783,459466
200000,420000,100000,219767,281549,453125
200000,420000,120000,218299,305890,445978
200000,420000,140000,218856,325163,436578
200000,420000,160000,218395,342351,427086
200000,420000,180000,218930,358126,418741
200000,440000,40000,227052,207716,445316
200000,440000,60000,223679,231275,445534
200000,440000,80000,222443,247208,441773
200000,440000,100000,221579,272851,433749
200000,440000,120000,222470,297531,424807
200000,440000,140000,220534,317076,416725
200000,440000,160000,219681,336083,406586
200000,440000,180000,218282,354564,399910
200000,460000,40000,226491,200955,430910
200000,460000,60000,225016,221188,430587
200000,460000,80000,222180,243864,425507
200000,460000,100000,223204,264615,416621
200000,460000,120000,222491,288833,405510
200000,460000,140000,222885,310343,397897
200000,460000,160000,221915,327986,387861
200000,460000,180000,219779,348020,382058
200000,480000,40000,225808,193823,415600
200000,480000,60000,224255,214707,413313
200000,480000,80000,223000,233325,409229
200000,480000,100000,224988,257011,398903
200000,480000,120000,220265,281539,389207
200000,480000,140000,223881,300972,378281
200000,480000,160000,222298,320786,368792
200000,480000,180000,219361,337313,363996
200000,500000,40000,226435,186281,400919
200000,500000,60000,224771,209239,396325
200000,500000,80000,223736,230304,388613
200000,500000,100000,225168,249819,380343
200000,500000,120000,220316,275920,372672
200000,500000,140000,225334,296914,361092
200000,500000,160000,221831,315738,353828
200000,500000,180000,218955,333762,347596
200000,520000,20000,230460,149586,383882
200000,520000,40000,230303,177366,384493
200000,520000,60000,226973,204101,377930
200000,520000,80000,224524,221549,367877
200000,520000,100000,225349,246987,362564
200000,520000,120000,222673,270454,353616
200000,520000,140000,224154,292346,345720
200000,520000,160000,222417,312600,339274
200000,540000,20000,231074,141182,366783
200000,540000,40000,231373,166453,368114
200000,540000,60000,228948,194730,363224
200000,540000,80000,226780,215471,353227
200000,540000,100000,225539,242086,347005
200000,540000,120000,224780,265111,338641
200000,540000,140000,225085,287565,328948
200000,540000,160000,221882,310789,322835
200000,560000,20000,230732,136008,348669
200000,560000,40000,231352,157683,351247
200000,560000,60000,230259,189278,345822
200000,560000,80000,227441,212146,340812
200000,560000,100000,226057,236503,332826
200000,560000,120000,224234,258211,324662
200000,560000,140000,226326,281075,314139
200000,560000,160000,224556,308001,308601
200000,560000,180000,219551,323289,298907
200000,580000,20000,230011,132676,329705
200000,580000,40000,231094,151942,329039
200000,580000,60000,230244,184506,329537
200000,580000,80000,228571,209439,324676
200000,580000,100000,224714,231861,316235
200000,580000,120000,222992,252807,308132
200000,580000,140000,222354,277704,296371
200000,580000,160000,220504,300048,289647
200000,580000,180000,216504,321104,280908
200000,580000,200000,214400,337766,275682
200000,600000,20000,228733,131080,311495
200000,600000,40000,229830,151358,310418
200000,600000,60000,229050,179883,309973
200000,600000,80000,226892,199543,307147
200000,600000,100000,223951,223276,298249
200000,600000,120000,219766,244012,288117
200000,600000,140000,218108,271489,277409
200000,600000,160000,215476,296386,269413
200000,600000,180000,212307,319535,261677
200000,600000,200000,213146,336984,256966
200000,620000,20000,227657,128134,294503
200000,620000,40000,226915,148033,293531
200000,620000,60000,229661,172753,292628
200000,620000,80000,227446,192598,287145
200000,620000,100000,223045,215892,279514
200000,620000,120000,216896,239876,268481
200000,620000,140000,211742,263904,258287
200000,620000,160000,211097,288950,246775
200000,620000,180000,210437,315489,237423
200000,620000,200000,211733,334938,235793
200000,640000,20000,226830,124441,278580
200000,640000,40000,227083,144301,277866
200000,640000,60000,227599,169511,273960
200000,640000,80000,224258,190248,269159
200000,640000,100000,217458,210987,261527
200000,640000,120000,210586,231023,249206
200000,640000,140000,206975,252969,237534
200000,640000,160000,207776,280872,222605
200000,640000,180000,208617,303154,216228
200000,660000,20000,225247,121395,263763
200000,660000,40000,222988,145396,261325
200000,660000,60000,218947,165780,258211
200000,660000,80000,213792,185702,251270
200000,660000,100000,212121,209723,244341
200000,660000,120000,206080,228248,233488
200000,660000,140000,204740,250851,217831
200000,660000,160000,205452,276897,203552
200000,660000,180000,206610,299052,199062
200000,680000,0,222238,96799,245425
200000,680000,20000,222523,118468,247368
200000,680000,40000,216862,141784,244823
200000,680000,60000,213286,159825,240675
200000,680000,80000,209397,181592,233079
200000,680000,100000,206152,205304,226291
200000,680000,120000,200726,227382,212564
200000,700000,0,219562,92822,227732
200000,700000,20000,217731,113746,228438
200000,700000,40000,212867,135185,227659
200000,700000,60000,207819,155186,222649
200000,700000,80000,202557,176043,213675
200000,700000,100000,196758,202886,203100
200000,700000,120000,193745,220463,190423
200000,720000,0,216905,88110,210922
200000,720000,20000,214638,106855,211304
200000,720000,40000,207752,128745,209544
200000,720000,60000,202922,148528,198809
200000,720000,80000,197880,169761,193221
200000,720000,100000,191726,194770,185041
200000,720000,120000,187151,212205,172761
200000,740000,0,214153,84396,193604
200000,740000,20000,210681,101366,193466
200000,740000,40000,203577,120913,188242
200000,740000,60000,197891,142394,178103
200000,740000,80000,192359,162750,174061
200000,740000,100000,185533,189215,168473
200000,740000,120000,180998,208790,151050
200000,760000,0,210911,81680,174695
200000,760000,20000,206282,97124,174725
200000,760000,40000,200283,115971,165500
200000,760000,60000,192694,137922,157685
200000,760000,80000,188271,155563,153075
200000,760000,100000,181307,183225,141370
200000,760000,120000,173640,204207,124532
200000,780000,0,207546,77507,154555
200000,780000,20000,200424,90089,152681
200000,780000,40000,195693,110838,145590
200000,780000,60000,190960,130716,137326
200000,780000,80000,186486,146822,120519
200000,780000,100000,176459,175121,103747
200000,780000,120000,170484,198261,102459
200000,800000,0,206555,73247,135178
200000,800000,20000,199925,89390,131044
200000,800000,40000,191769,110848,126816
200000,800000,60000,189430,128166,112174
200000,800000,80000,181890,153457,85177
200000,800000,100000,174845,175353,80972
200000,800000,120000,170761,194394,83640
200000,820000,0,204085,71745,116901
200000,820000,20000,197840,89699,112145
200000,820000,40000,188780,113297,101046
200000,820000,60000,188507,136664,83058
200000,820000,80000,183871,154856,71192
200000,820000,100000,177538,173607,68172
200000,840000,0,200245,70540,100145
200000,840000,20000,193219,91267,94469
200000,840000,40000,190900,120871,80345
200000,840000,60000,189590,137258,69363
200000,860000,0,195961,62765,83654
200000,860000,20000,192133,90297,76365
200000,860000,40000,191143,119266,66307
200000,860000,60000,189631,135088,57663
200000,880000,0,194810,57299,64135
200000,880000,20000,193270,80379,62431
200000,880000,40000,187871,111382,53688
200000,880000,60000,188862,130220,45530
200000,900000,0,194467,50377,45532
200000,900000,20000,192397,74043,43976
200000,900000,40000,186564,103637,33029
200000,900000,60000,188666,122542,32039
200000,920000,0,195198,46940,32288
200000,920000,20000,192382,66918,27729
200000,920000,40000,190184,93969,22340
220000,380000,80000,242995,265752,491008
220000,380000,100000,238840,289927,489463
220000,380000,120000,236470,312977,483665
220000,380000,140000,237269,333572,474723
220000,400000,60000,242882,240202,476523
220000,400000,80000,238073,265069,478298
220000,400000,100000,233324,290642,473691
220000,400000,120000,232929,310916,466714
220000,400000,140000,234548,330995,456913
220000,400000,160000,237133,346854,447998
220000,400000,180000,237006,366145,439182
220000,420000,40000,245099,211161,459261
220000,420000,60000,241986,235161,461545
220000,420000,80000,236447,259046,460657
220000,420000,100000,236515,282306,455394
220000,420000,120000,235694,303373,447915
220000,420000,140000,236769,324165,437098
220000,420000,160000,237181,344513,428261
220000,420000,180000,239294,363967,420312
220000,440000,40000,244514,205418,442911
220000,440000,60000,240519,228200,442600
220000,440000,80000,238170,248555,442033
220000,440000,100000,238763,271481,434047
220000,440000,120000,239520,294006,426047
220000,440000,140000,239173,315678,415896
220000,440000,160000,239982,337430,407361
220000,440000,180000,241914,359661,399877
220000,460000,40000,243950,198758,427320
220000,460000,60000,241824,219549,428385
220000,460000,80000,240550,241524,423874
220000,460000,100000,240447,264375,414629
220000,460000,120000,241756,284576,406136
220000,460000,140000,240446,307328,396265
220000,460000,160000,241870,328088,388069
220000,460000,180000,240622,349423,381347
220000,460000,200000,236404,365241,377878
220000,480000,40000,243517,192741,412005
220000,480000,60000,241250,213797,410562
220000,480000,80000,240509,234672,406538
220000,480000,100000,241733,258088,398623
220000,480000,120000,241056,277192,390613
220000,480000,140000,242160,301075,375947
220000,480000,160000,241572,321068,368083
220000,480000,180000,238315,340309,362827
220000,500000,40000,244130,185301,396732
220000,500000,60000,241947,208769,393176
220000,500000,80000,241137,230641,388062
220000,500000,100000,243640,250309,379863
220000,500000,120000,241652,276589,369513
220000,500000,140000,243161,300179,357830
220000,500000,160000,239733,315695,352436
220000,500000,180000,236517,335150,347325
220000,520000,40000,246070,175589,380808
220000,520000,60000,240716,203034,379599
220000,520000,80000,242091,223989,371089
220000,520000,100000,245883,249618,363674
220000,520000,120000,241688,275984,352285
220000,520000,140000,241371,296377,343817
220000,520000,160000,238380,312825,337709
220000,540000,20000,246827,141975,363859
220000,540000,40000,245687,168443,364901
220000,540000,60000,244129,197925,363745
220000,540000,80000,241863,220419,353736
220000,540000,100000,245235,244809,346605
220000,540000,120000,242914,269574,338037
220000,540000,140000,243148,292652,329637
220000,540000,160000,240744,310463,322614
220000,560000,20000,246108,137497,346017
220000,560000,40000,246044,162578,348468
220000,560000,60000,246041,192079,344670
220000,560000,80000,242249,215109,338681
220000,560000,100000,242052,239040,329529
220000,560000,120000,240664,261583,322790
220000,560000,140000,242793,285266,313806
220000,560000,160000,243243,306223,306136
220000,560000,180000,236089,324747,298889
220000,580000,20000,245198,134546,327459
220000,580000,40000,244594,156919,327277
220000,580000,60000,244495,185482,325091
220000,580000,80000,241491,211022,323790
220000,580000,100000,240768,233385,312874
220000,580000,120000,237854,254722,305122
220000,580000,140000,239758,279988,297063
220000,580000,160000,237882,302810,289176
220000,580000,180000,232191,322207,279935
220000,600000,20000,244418,132199,309179
220000,600000,40000,245966,155747,307158
220000,600000,60000,245224,180774,308457
220000,600000,80000,242802,202318,305201
220000,600000,100000,240052,226181,296012
220000,600000,120000,235065,248008,284696
220000,600000,140000,233343,272644,277624
220000,600000,160000,230043,298357,268549
220000,600000,180000,228858,321635,261586
220000,600000,200000,228162,338705,256393
220000,620000,20000,243502,129342,291449
220000,620000,40000,244868,153748,289492
220000,620000,60000,248240,175754,290005
220000,620000,80000,244927,194327,281667
220000,620000,100000,238292,216352,278482
220000,620000,120000,230260,242058,267413
220000,620000,140000,227622,263431,257579
220000,620000,160000,225617,289488,247192
220000,620000,180000,226554,316683,237352
220000,620000,200000,226216,334901,235570
220000,640000,20000,241797,125882,274189
220000,640000,40000,243628,146767,271679
220000,640000,60000,243875,171632,267165
220000,640000,80000,240757,190659,264349
220000,640000,100000,231997,211551,259359
220000,640000,120000,224351,233640,248986
220000,640000,140000,220258,256209,235587
220000,640000,160000,220782,279836,220351
220000,640000,180000,224638,303972,213961
220000,640000,200000,224178,329258,215081
220000,660000,20000,238962,122408,257894
220000,660000,40000,237144,145563,255008
220000,660000,60000,236742,167914,251786
220000,660000,80000,230289,186573,247998
220000,660000,100000,224296,208572,241811
220000,660000,120000,219888,226907,231928
220000,660000,140000,217134,252886,215710
220000,660000,160000,217500,280730,199165
220000,660000,180000,219779,300656,197462
220000,680000,20000,234962,118975,240592
220000,680000,40000,232116,141641,237974
220000,680000,60000,227455,162266,234160
220000,680000,80000,222641,180608,228880
220000,680000,100000,218390,199528,221760
220000,680000,120000,214624,223466,214271
220000,700000,0,232577,95229,222095
220000,700000,20000,230972,114952,219816
220000,700000,40000,225755,135260,216894
220000,700000,60000,221224,157129,214924
220000,700000,80000,218550,175378,208036
220000,700000,100000,212126,197342,201625
220000,700000,120000,206966,220210,190444
220000,720000,0,228879,92629,204833
220000,720000,20000,227630,111306,199584
220000,720000,40000,221893,130538,196618
220000,720000,60000,216832,152499,193392
220000,720000,80000,212556,171873,184061
220000,720000,100000,205934,193883,181478
220000,720000,120000,200861,211344,172709
220000,740000,0,225409,89708,188344
220000,740000,20000,222199,106670,184861
220000,740000,40000,215115,125905,178181
220000,740000,60000,210343,146940,169506
220000,740000,80000,204572,164814,166523
220000,740000,100000,199736,188626,162752
220000,740000,120000,194999,210659,149302
220000,760000,0,222338,88333,169099
220000,760000,20000,217898,105559,165428
