flywire_x,flywire_y,flywire_z,mcns_x,mcns_y,mcns_z
621486.0571926959,266283.1741949709,55129.031749420436,484072.32923379936,223557.59720725488,137935.30281693945
557572.6289339891,318008.3913461978,39567.23500602972,413074.6889754805,288426.26539557654,125682.49598886436
543886.3136367075,255853.00000000003,79409.29927272386,408966.31912160176,230214.5404241475,152214.71800000002
517304.78090925806,250438.2433332974,79409.29927272386,371309.14775771496,229722.28981808366,152214.71800000005
499829.88439399045,274312.39772739564,79409.29927272386,359987.3838182458,257534.44906069292,152214.71800000008
520385.985454467,209699.8674242015,124184.13015154282,387334.1198426683,191988.19649876686,209222.03468407932
519155.3589393072,201085.48181808356,108752.07365144,383985.4762640024,186668.89699620954,185893.1353964647
532200.0,204777.36136356267,108752.07365144,394477.8928104888,184436.80795352333,185932.09665563033
530230.9975757446,212407.24575755282,97184.18440893924,393584.9211895113,192241.99946357316,172101.26323698804
529256.4574380831,176168.24389363162,150670.7173186802,386336.6965698274,151238.8005408317,228955.4063925148
561928.2269186794,109016.50443198798,51449.87348193591,419809.7377821713,81339.2144797606,129594.6215585224
474971.22878776403,185944.13742430956,43642.65448487269,350816.94872723334,160622.73742430954,117906.77219701745
571698.4728793167,198250.4025759066,43642.65448487269,429084.7950913905,159884.3615152137,117906.77219701745
370733.668239689,157298.8858895612,112451.4930051749,218230.9712492623,143432.10902452137,178250.46827284707
477602.1374472949,345432.4355829862,151427.97838627806,351160.3741221602,363017.5804447547,221038.3670678788
570006.0896290245,348036.58343174047,147369.39420333732,431514.73747784353,348742.3128689025,229130.31448904917
641545.6733009968,156549.83714465526,42187.337395526025,507780.3433551019,129080.40637603097,127365.4857710957
678683.6231116771,152831.95751419125,72701.243877391,541907.2240861576,109895.3994605222,160913.53117802524
613614.9253942518,239287.66618823784,49400.69448119172,473609.71972856193,199818.06515353732,127370.0158266234
549422.8230247279,230482.89641877616,73090.19451123416,414101.4580881651,201735.05944500904,153207.7328851247
548906.7835125679,241573.2699768256,42391.91430092651,414343.5958310828,197034.89493267052,131200.34459024732
620852.8118630257,235049.1824967976,23859.704851529288,477703.0212273795,191862.44499539182,100941.5611771225
522733.5190547733,117689.58889865698,65782.97671959978,379160.2742694001,82052.60488168063,135560.2021803165
585412.6427372935,183416.96205913162,180924.2326221516,440010.84867408406,147582.09360542646,267049.1517322504
459942.06363267254,119282.65229451786,54077.97855143798,318720.1882895109,102063.90928324017,118264.77187425892
503835.8676263474,118057.77147421899,73560.21698546332,363525.41947010515,87984.59766162297,145401.92823881967
474520.8005658364,110153.72026385776,57703.24627939947,340081.41353315586,76195.46551318621,145179.91568125162
608206.6809619779,202724.17953063708,95592.16146684985,471794.69014821004,169225.1981245018,177023.39107029687
611692.8684599893,201071.53232930572,58364.89532235816,487169.67384450976,174256.45798118928,140797.5972796972
580582.6303126187,232780.35460025913,8651.341808450617,441700.2090825231,193084.74049595345,90917.31454636116
584292.4954376479,346645.2241446986,64901.31127500084,435323.594546785,325624.90359604073,151090.988452543
476322.4749719812,325642.1773544456,53308.510260594674,353967.5258006856,325328.1641355651,124384.43701005445
639528.608070234,186932.42598160473,65499.29908435351,500329.5059725276,155845.49929682983,144047.74312941794
539257.9237125702,306240.0391749914,58437.44513425098,393554.2095662606,283832.72456021304,134601.1351363701
514653.08612899506,267523.7906077397,87456.14121464199,362834.9991971532,246951.8226420343,163411.53717147463
540930.0617043168,272232.5716264644,82809.96099180328,409405.9213093673,248357.73727183702,163411.5371714746
525233.3885152433,300430.01404890046,89855.30023325332,386660.7342565738,278640.4808132463,166188.21856533445
513119.01315847924,249039.9994101211,110445.42629237156,375702.2050586525,237553.9161508395,189159.07624809863
513831.7194913294,250063.51734944308,122429.85579289064,373066.1151277726,240014.26675299433,205819.16461126154
541009.8848095816,233577.53670827736,111731.01536740737,397661.2797850338,215567.57779137694,194880.7625390329
