x_flip,y_flip,z_flip,x_mirr,y_mirr,z_mirr
688243.0,266587.0,114831.0,689380.5839099888,281852.16893191467,105629.81755927026
688243.0,296587.0,114831.0,683845.294603395,312114.83015637443,108602.88656303885
688243.0,296587.0,144831.0,684694.61466515,314252.13986504363,139281.29718791897
688243.0,326587.0,84831.0,677618.3125726028,344567.40423954657,81094.78650539194
688243.0,326587.0,114831.0,678806.6582680244,342430.133794135,110219.80432149778
688243.0,326587.0,144831.0,680606.668030663,344384.6338844333,140930.10339104076
688243.0,356587.0,114831.0,677457.9684390563,373269.72484377224,109597.05302703587
658243.0,206587.0,84831.0,667445.7859198087,223020.17624342727,73470.89062727353
658243.0,206587.0,114831.0,671279.6077284093,219041.81348164767,100613.17466510125
658243.0,206587.0,144831.0,672879.2932004664,218079.27874384515,128122.84680430169
658243.0,206587.0,174831.0,668310.604363436,223043.16668936078,155890.93350869964
658243.0,206587.0,204831.0,662591.8128156267,230490.02925099235,187504.69899382358
658243.0,236587.0,84831.0,663468.0357911397,253503.7818507301,75865.1563791168
658243.0,236587.0,114831.0,665558.9786930098,250865.4936241031,102943.20677953422
658243.0,236587.0,144831.0,666395.5896897719,249794.61756221822,130623.77250111534
658243.0,236587.0,174831.0,661328.7559030639,255210.4126355251,160104.1243893331
658243.0,236587.0,204831.0,655228.8295076878,264605.11686474574,193797.2857234249
658243.0,266587.0,54831.0,657823.1172515139,287702.98686376284,48523.47799479313
658243.0,266587.0,84831.0,659370.2822472273,283740.53032163717,77955.23466654644
658243.0,266587.0,114831.0,659316.6093827381,281759.08850853104,106049.28149276656
658243.0,266587.0,144831.0,659930.9997459204,281981.32140154124,136147.95988671592
658243.0,266587.0,174831.0,657300.9217536637,287909.2969579418,167842.80938756582
658243.0,266587.0,204831.0,650369.1877899863,298400.1828657377,201404.30665725106
658243.0,266587.0,234831.0,645740.3059671914,308760.6951343251,236779.22215752714
658243.0,296587.0,54831.0,650663.6200511416,317152.0953602494,50471.69602394053
658243.0,296587.0,84831.0,653026.7858229083,313096.5359436487,80110.19867722319
658243.0,296587.0,114831.0,653473.4095792628,310000.9724025394,108851.14738135983
658243.0,296587.0,144831.0,653895.930753723,312663.5616569406,140751.37138206133
658243.0,296587.0,174831.0,651747.4820963342,320353.0216316701,173811.2522079833
658243.0,296587.0,204831.0,645652.3589090953,331652.4293040134,208040.91705507823
658243.0,296587.0,234831.0,643190.7319390817,342387.37847900135,245419.28483994433
658243.0,326587.0,54831.0,642702.7842317197,345126.3177143352,51849.64026058517
658243.0,326587.0,84831.0,645092.467591262,342420.39142976503,82019.72949116507
658243.0,326587.0,114831.0,647872.4638315995,339268.3399268142,110356.79482160446
658243.0,326587.0,144831.0,649075.0591725967,341643.2621117506,142423.19718061015
658243.0,326587.0,174831.0,647186.3018095504,350210.3021100827,176506.31803522105
658243.0,326587.0,204831.0,643347.1440773159,361149.3386027702,211627.64360407568
658243.0,326587.0,234831.0,641234.6732096325,371991.7830852362,249174.28621392619
658243.0,356587.0,54831.0,639691.1828667794,373426.5284740251,50494.295672363856
658243.0,356587.0,84831.0,643101.5114504171,371336.61060899094,79865.99799024401
658243.0,356587.0,114831.0,646574.419521878,368401.4202639621,109073.51715639196
658243.0,356587.0,144831.0,646363.2030363599,370463.84946990316,142324.93119318245
658243.0,356587.0,174831.0,645131.4504217206,377501.3103029698,175648.49391970554
658243.0,356587.0,204831.0,642712.5306333901,387926.55274678126,211656.60387345045
658243.0,386587.0,84831.0,641767.4075524482,400920.7039283816,78010.83652034517
658243.0,386587.0,114831.0,644026.0694840052,398445.12278178387,107744.27957315966
658243.0,386587.0,144831.0,643967.9708279197,399555.3585589265,140731.98860413226
658243.0,386587.0,174831.0,643326.0975587501,404465.93024436134,173436.14232177293
658243.0,416587.0,84831.0,639546.2457165731,431066.4143290227,77004.65320807039
658243.0,416587.0,114831.0,641589.273629129,430156.71814190404,107062.14257786429
628243.0,176587.0,114831.0,646389.0284138229,187836.77649444563,95934.94429218871
628243.0,176587.0,144831.0,649352.3772401416,185514.73782329212,121581.06688162456
628243.0,176587.0,174831.0,647038.8153476521,189520.30153951005,148188.4756600415
