x,y,z,x_sym,y_sym,z_sym
652200,155853,60000,1696544,109529,156420
652200,155853,80000,1694767,109592,176288
652200,155853,100000,1692990,109655,196157
652200,155853,120000,1691214,109718,216025
652200,155853,140000,1689437,109781,235894
652200,155853,160000,1687660,109844,255762
652200,155853,180000,1685884,109908,275631
652200,155853,200000,1684107,109971,295500
652200,175853,40000,1699538,129422,136642
652200,175853,60000,1697761,129485,156510
652200,175853,80000,1695984,129548,176379
652200,175853,100000,1694208,129612,196247
652200,175853,120000,1692431,129675,216116
652200,175853,140000,1690655,129738,235984
652200,175853,160000,1688878,129801,255853
652200,175853,180000,1687101,129864,275721
652200,175853,200000,1685325,129927,295590
652200,195853,40000,1700755,149379,136732
652200,195853,60000,1698979,149442,156600
652200,195853,80000,1697202,149505,176469
652200,195853,100000,1695425,149568,196337
652200,195853,120000,1693649,149631,216206
652200,195853,140000,1691872,149695,236074
652200,195853,160000,1690095,149758,255943
652200,195853,180000,1688319,149821,275811
652200,195853,200000,1686542,149884,295680
652200,215853,40000,1701973,169335,136822
652200,215853,60000,1700196,169399,156690
652200,215853,80000,1698420,169462,176559
652200,215853,100000,1696643,169525,196427
652200,215853,120000,1694866,169588,216296
652200,215853,140000,1693090,169651,236164
652200,215853,160000,1691313,169715,256033
652200,215853,180000,1689536,169778,275901
652200,215853,200000,1687760,169841,295770
652200,235853,40000,1703191,189292,136912
652200,235853,60000,1701414,189355,156780
652200,235853,80000,1699637,189419,176649
652200,235853,100000,1697861,189482,196517
652200,235853,120000,1696084,189545,216386
652200,235853,140000,1694307,189608,236254
652200,235853,160000,1692531,189671,256123
652200,235853,180000,1690754,189734,275991
652200,235853,200000,1688977,189798,295860
652200,255853,40000,1704408,209249,137002
652200,255853,60000,1702631,209312,156870
652200,255853,80000,1700855,209375,176739
652200,255853,100000,1699078,209438,196607
652200,255853,120000,1697301,209502,216476
652200,255853,140000,1695525,209565,236345
652200,255853,160000,1693748,209628,256213
652200,255853,180000,1691971,209691,276082
652200,255853,200000,1690195,209754,295950
652200,275853,40000,1705626,229206,137092
652200,275853,60000,1703849,229269,156961
652200,275853,80000,1702072,229332,176829
652200,275853,100000,1700296,229395,196698
652200,275853,120000,1698519,229458,216566
652200,275853,140000,1696742,229521,236435
652200,275853,160000,1694966,229585,256303
652200,275853,180000,1693189,229648,276172
652200,275853,200000,1691412,229711,296040
652200,295853,60000,1705066,249225,157051
652200,295853,80000,1703290,249289,176919
652200,295853,100000,1701513,249352,196788
652200,295853,120000,1699737,249415,216656
652200,295853,140000,1697960,249478,236525
652200,295853,160000,1696183,249541,256393
652200,295853,180000,1694407,249605,276262
652200,295853,200000,1692630,249668,296130
652200,315853,80000,1704507,269245,177009
652200,315853,100000,1702731,269309,196878
652200,315853,120000,1700954,269372,216746
652200,315853,140000,1699178,269435,236615
652200,315853,160000,1697401,269498,256483
652200,315853,180000,1695624,269561,276352
652200,315853,200000,1693847,269624,296220
652200,335853,120000,1702172,289328,216836
652200,335853,140000,1700395,289392,236705
652200,335853,160000,1698618,289455,256573
652200,335853,180000,1696842,289518,276442
672200,95853,120000,1707386,48432,218702
672200,95853,140000,1705609,48495,238571
672200,115853,100000,1710380,68325,198924
672200,115853,120000,1708604,68389,218793
672200,115853,140000,1706827,68452,238661
672200,115853,160000,1705050,68515,258530
672200,115853,180000,1703274,68578,278398
672200,135853,80000,1713375,88219,179146
672200,135853,100000,1711598,88282,199014
672200,135853,120000,1709821,88345,218883
672200,135853,140000,1708045,88408,238751
672200,135853,160000,1706268,88472,258620
672200,135853,180000,1704491,88535,278488
672200,155853,60000,1716369,108112,159367
672200,155853,80000,1714592,108176,179236
672200,155853,100000,1712816,108239,199104
672200,155853,120000,1711039,108302,218973
672200,155853,140000,1709262,108365,238841
672200,155853,160000,1707486,108428,258710
672200,155853,180000,1705709,108492,278578
672200,155853,200000,1703932,108555,298447
672200,175853,60000,1717586,128069,159457
672200,175853,80000,1715810,128132,179326
672200,175853,100000,1714033,128196,199194
672200,175853,120000,1712256,128259,219063
672200,175853,140000,1710480,128322,238931
672200,175853,160000,1708703,128385,258800
672200,175853,180000,1706926,128448,278668
672200,175853,200000,1705150,128511,298537
672200,195853,40000,1720581,147963,139679
672200,195853,60000,1718804,148026,159547
672200,195853,80000,1717027,148089,179416
672200,195853,100000,1715251,148152,199284
672200,195853,120000,1713474,148215,219153
672200,195853,140000,1711697,148279,239022
672200,195853,160000,1709921,148342,258890
672200,195853,180000,1708144,148405,278759
672200,195853,200000,1706367,148468,298627
672200,215853,40000,1721798,167919,139769
672200,215853,60000,1720022,167983,159638
672200,215853,80000,1718245,168046,179506
672200,215853,100000,1716468,168109,199375
672200,215853,120000,1714692,168172,219243
672200,215853,140000,1712915,168235,239112
672200,215853,160000,1711138,168298,258980
672200,215853,180000,1709362,168362,278849
672200,215853,200000,1707585,168425,298717
672200,235853,40000,1723016,187876,139859
672200,235853,60000,1721239,187939,159728
672200,235853,80000,1719462,188003,179596
672200,235853,100000,1717686,188066,199465
672200,235853,120000,1715909,188129,219333
672200,235853,140000,1714132,188192,239202
672200,235853,160000,1712356,188255,259070
672200,235853,180000,1710579,188318,278939
672200,235853,200000,1708803,188382,298807
672200,235853,220000,1707026,188445,318676
672200,255853,40000,1724233,207833,139949
672200,255853,60000,1722457,207896,159818
672200,255853,80000,1720680,207959,179686
672200,255853,100000,1718903,208022,199555
672200,255853,120000,1717127,208086,219423
672200,255853,140000,1715350,208149,239292
672200,255853,160000,1713573,208212,259160
672200,255853,180000,1711797,208275,279029
672200,255853,200000,1710020,208338,298897
672200,255853,220000,1708243,208401,318766
672200,275853,40000,1725451,227790,140039
672200,275853,60000,1723674,227853,159908
672200,275853,80000,1721898,227916,179776
672200,275853,100000,1720121,227979,199645
672200,275853,120000,1718344,228042,219513
672200,275853,140000,1716568,228105,239382
672200,275853,160000,1714791,228169,259250
672200,275853,180000,1713014,228232,279119
672200,275853,200000,1711238,228295,298987
672200,275853,220000,1709461,228358,318856
672200,295853,60000,1724892,247809,159998
672200,295853,80000,1723115,247873,179867
672200,295853,100000,1721338,247936,199735
672200,295853,120000,1719562,247999,219604
672200,295853,140000,1717785,248062,239472
672200,295853,160000,1716008,248125,259341
672200,295853,180000,1714232,248188,279209
672200,295853,200000,1712455,248252,299078
672200,295853,220000,1710679,248315,318946
672200,315853,80000,1724333,267829,179957
672200,315853,100000,1722556,267893,199825
672200,315853,120000,1720779,267956,219694
672200,315853,140000,1719003,268019,239562
672200,315853,160000,1717226,268082,259431
672200,315853,180000,1715449,268145,279299
672200,315853,200000,1713673,268208,299168
672200,315853,220000,1711896,268272,319036
672200,335853,120000,1721997,287912,219784
672200,335853,140000,1720220,287976,239652
672200,335853,160000,1718444,288039,259521
672200,335853,180000,1716667,288102,279389
672200,335853,200000,1714890,288165,299258
672200,355853,160000,1719661,307995,259611
672200,355853,180000,1717885,308059,279479
692200,115853,100000,1730206,66909,201871
692200,115853,120000,1728429,66973,221740
692200,115853,140000,1726652,67036,241608
692200,115853,160000,1724876,67099,261477
692200,135853,80000,1733200,86803,182093
692200,135853,100000,1731423,86866,201961
692200,135853,120000,1729647,86929,221830
692200,135853,140000,1727870,86992,241699
692200,135853,160000,1726093,87056,261567
692200,135853,180000,1724317,87119,281436
692200,155853,80000,1734417,106760,182183
692200,155853,100000,1732641,106823,202052
692200,155853,120000,1730864,106886,221920
692200,155853,140000,1729087,106949,241789
692200,155853,160000,1727311,107012,261657
692200,155853,180000,1725534,107076,281526
692200,175853,60000,1737412,126653,162405
692200,175853,80000,1735635,126716,182273
692200,175853,100000,1733858,126780,202142
692200,175853,120000,1732082,126843,222010
692200,175853,140000,1730305,126906,241879
692200,175853,160000,1728528,126969,261747
692200,175853,180000,1726752,127032,281616
692200,175853,200000,1724975,127095,301484
692200,195853,60000,1738629,146610,162495
692200,195853,80000,1736852,146673,182363
692200,195853,100000,1735076,146736,202232
692200,195853,120000,1733299,146799,222100
692200,195853,140000,1731523,146863,241969
692200,195853,160000,1729746,146926,261837
692200,195853,180000,1727969,146989,281706
692200,195853,200000,1726193,147052,301574
692200,195853,220000,1724416,147115,321443
692200,215853,60000,1739847,166567,162585
692200,215853,80000,1738070,166630,182453
692200,215853,100000,1736293,166693,202322
692200,215853,120000,1734517,166756,222190
692200,215853,140000,1732740,166819,242059
692200,215853,160000,1730963,166882,261927
692200,215853,180000,1729187,166946,281796
692200,215853,200000,1727410,167009,301665
692200,215853,220000,1725633,167072,321533
692200,235853,40000,1742841,186460,142806
692200,235853,60000,1741064,186523,162675
692200,235853,80000,1739288,186586,182544
692200,235853,100000,1737511,186650,202412
692200,235853,120000,1735734,186713,222281
692200,235853,140000,1733958,186776,242149
692200,235853,160000,1732181,186839,262018
692200,235853,180000,1730404,186902,281886
692200,235853,200000,1728628,186965,301755
692200,235853,220000,1726851,187029,321623
692200,255853,40000,1744059,206417,142897
692200,255853,60000,1742282,206480,162765
692200,255853,80000,1740505,206543,182634
692200,255853,100000,1738729,206606,202502
692200,255853,120000,1736952,206670,222371
692200,255853,140000,1735175,206733,242239
692200,255853,160000,1733399,206796,262108
692200,255853,180000,1731622,206859,281976
692200,255853,200000,1729845,206922,301845
692200,255853,220000,1728069,206985,321713
692200,255853,240000,1726292,207049,341582
692200,275853,60000,1743499,226437,162855
692200,275853,80000,1741723,226500,182724
692200,275853,100000,1739946,226563,202592
692200,275853,120000,1738169,226626,222461
692200,275853,140000,1736393,226689,242329
692200,275853,160000,1734616,226753,262198
692200,275853,180000,1732839,226816,282066
692200,275853,200000,1731063,226879,301935
692200,275853,220000,1729286,226942,321803
692200,275853,240000,1727510,227005,341672
692200,295853,60000,1744717,246393,162945
692200,295853,80000,1742940,246457,182814
692200,295853,100000,1741164,246520,202682
692200,295853,120000,1739387,246583,222551
692200,295853,140000,1737610,246646,242419
692200,295853,160000,1735834,246709,262288
692200,295853,180000,1734057,246772,282156
692200,295853,200000,1732280,246836,302025
692200,295853,220000,1730504,246899,321894
692200,295853,240000,1728727,246962,341762
692200,315853,80000,1744158,266413,182904
692200,315853,100000,1742381,266476,202772
692200,315853,120000,1740605,266540,222641
692200,315853,140000,1738828,266603,242509
692200,315853,160000,1737051,266666,262378
692200,315853,180000,1735275,266729,282247
692200,315853,200000,1733498,266792,302115
692200,315853,220000,1731721,266856,321984
692200,335853,100000,1743599,286433,202863
692200,335853,120000,1741822,286496,222731
692200,335853,140000,1740046,286560,242600
692200,335853,160000,1738269,286623,262468
692200,335853,180000,1736492,286686,282337
692200,335853,200000,1734715,286749,302205
692200,335853,220000,1732939,286812,322074
692200,355853,120000,1743040,306453,222821
692200,355853,140000,1741263,306516,242690
692200,355853,160000,1739486,306579,262558
692200,355853,180000,1737710,306643,282427
692200,355853,200000,1735933,306706,302295
712200,115853,140000,1746477,65620,244556
712200,135853,100000,1751248,85450,204909
712200,135853,120000,1749472,85513,224777
712200,135853,140000,1747695,85576,244646
712200,135853,160000,1745918,85640,264514
712200,135853,180000,1744142,85703,284383
712200,155853,80000,1754243,105344,185130
712200,155853,100000,1752466,105407,204999
712200,155853,120000,1750689,105470,224867
712200,155853,140000,1748913,105533,244736
712200,155853,160000,1747136,105596,264605
712200,155853,180000,1745359,105659,284473
712200,175853,80000,1755460,125300,185221
712200,175853,100000,1753684,125363,205089
712200,175853,120000,1751907,125427,224958
712200,175853,140000,1750130,125490,244826
712200,175853,160000,1748354,125553,264695
712200,175853,180000,1746577,125616,284563
712200,175853,200000,1744800,125679,304432
712200,195853,60000,1758454,145194,165442
712200,195853,80000,1756678,145257,185311
712200,195853,100000,1754901,145320,205179
712200,195853,120000,1753124,145383,225048
712200,195853,140000,1751348,145447,244916
712200,195853,160000,1749571,145510,264785
712200,195853,180000,1747794,145573,284653
712200,195853,200000,1746018,145636,304522
712200,195853,220000,1744241,145699,324390
712200,215853,60000,1759672,165151,165532
712200,215853,80000,1757895,165214,185401
712200,215853,100000,1756119,165277,205269
712200,215853,120000,1754342,165340,225138
712200,215853,140000,1752565,165403,245006
712200,215853,160000,1750789,165466,264875
712200,215853,180000,1749012,165530,284743
712200,215853,200000,1747235,165593,304612
712200,215853,220000,1745459,165656,324480
712200,235853,60000,1760890,185107,165622
712200,235853,80000,1759113,185170,185491
712200,235853,100000,1757336,185234,205359
712200,235853,120000,1755560,185297,225228
712200,235853,140000,1753783,185360,245096
712200,235853,160000,1752006,185423,264965
712200,235853,180000,1750230,185486,284833
712200,235853,200000,1748453,185549,304702
712200,235853,220000,1746676,185613,324571
712200,235853,240000,1744900,185676,344439
712200,255853,60000,1762107,205064,165712
712200,255853,80000,1760330,205127,185581
712200,255853,100000,1758554,205190,205449
712200,255853,120000,1756777,205253,225318
712200,255853,140000,1755000,205317,245186
712200,255853,160000,1753224,205380,265055
712200,255853,180000,1751447,205443,284924
712200,255853,200000,1749671,205506,304792
712200,255853,220000,1747894,205569,324661
712200,255853,240000,1746117,205633,344529
712200,275853,60000,1763325,225021,165803
712200,275853,80000,1761548,225084,185671
712200,275853,100000,1759771,225147,205540
712200,275853,120000,1757995,225210,225408
712200,275853,140000,1756218,225273,245277
712200,275853,160000,1754441,225337,265145
712200,275853,180000,1752665,225400,285014
712200,275853,200000,1750888,225463,304882
712200,275853,220000,1749111,225526,324751
712200,275853,240000,1747335,225589,344619
712200,295853,80000,1762766,245041,185761
712200,295853,100000,1760989,245104,205630
712200,295853,120000,1759212,245167,225498
712200,295853,140000,1757436,245230,245367
712200,295853,160000,1755659,245293,265235
712200,295853,180000,1753882,245356,285104
712200,295853,200000,1752106,245420,304972
712200,295853,220000,1750329,245483,324841
712200,295853,240000,1748552,245546,344709
712200,315853,80000,1763983,264997,185851
712200,315853,100000,1762206,265060,205720
712200,315853,120000,1760430,265124,225588
712200,315853,140000,1758653,265187,245457
712200,315853,160000,1756876,265250,265325
712200,315853,180000,1755100,265313,285194
712200,315853,200000,1753323,265376,305062
712200,315853,220000,1751547,265439,324931
712200,335853,80000,1765201,284954,185941
712200,335853,100000,1763424,285017,205810
712200,335853,120000,1761647,285080,225678
712200,335853,140000,1759871,285143,245547
712200,335853,160000,1758094,285207,265415
712200,335853,180000,1756317,285270,285284
712200,335853,200000,1754541,285333,305152
712200,335853,220000,1752764,285396,325021
712200,355853,100000,1764642,304974,205900
712200,355853,120000,1762865,305037,225769
712200,355853,140000,1761088,305100,245637
712200,355853,160000,1759312,305163,265506
712200,355853,180000,1757535,305227,285374
712200,355853,200000,1755758,305290,305243
712200,375853,120000,1764082,324994,225859
712200,375853,140000,1762306,325057,245727
712200,375853,160000,1760529,325120,265596
712200,375853,180000,1758753,325183,285464
732200,135853,140000,1767520,84160,247593
732200,135853,160000,1765744,84224,267462
732200,155853,120000,1770515,104054,227815
732200,155853,140000,1768738,104117,247683
732200,155853,160000,1766961,104180,267552
732200,155853,180000,1765185,104243,287420
732200,175853,100000,1773509,123947,208036
732200,175853,120000,1771732,124011,227905
732200,175853,140000,1769955,124074,247773
732200,175853,160000,1768179,124137,267642
732200,175853,180000,1766402,124200,287510
732200,175853,200000,1764625,124263,307379
732200,195853,80000,1776503,143841,188258
732200,195853,100000,1774726,143904,208126
732200,195853,120000,1772950,143967,227995
732200,195853,140000,1771173,144031,247863
732200,195853,160000,1769396,144094,267732
732200,195853,180000,1767620,144157,287601
732200,195853,200000,1765843,144220,307469
732200,195853,220000,1764066,144283,327338
732200,215853,80000,1777720,163798,188348
732200,215853,100000,1775944,163861,208217
732200,215853,120000,1774167,163924,228085
732200,215853,140000,1772391,163987,247954
732200,215853,160000,1770614,164050,267822
732200,215853,180000,1768837,164114,287691
732200,215853,200000,1767061,164177,307559
732200,215853,220000,1765284,164240,327428
732200,215853,240000,1763507,164303,347296
732200,235853,80000,1778938,183754,188438
732200,235853,100000,1777161,183818,208307
732200,235853,120000,1775385,183881,228175
732200,235853,140000,1773608,183944,248044
732200,235853,160000,1771831,184007,267912
732200,235853,180000,1770055,184070,287781
732200,235853,200000,1768278,184133,307649
732200,235853,220000,1766502,184197,327518
732200,235853,240000,1764725,184260,347386
732200,255853,60000,1781932,203648,168660
732200,255853,80000,1780156,203711,188528
732200,255853,100000,1778379,203774,208397
732200,255853,120000,1776602,203837,228265
732200,255853,140000,1774826,203901,248134
732200,255853,160000,1773049,203964,268002
732200,255853,180000,1771272,204027,287871
732200,255853,200000,1769496,204090,307739
732200,255853,220000,1767719,204153,327608
732200,255853,240000,1765942,204217,347476
732200,275853,60000,1783150,223605,168750
732200,275853,80000,1781373,223668,188618
732200,275853,100000,1779597,223731,208487
732200,275853,120000,1777820,223794,228355
732200,275853,140000,1776043,223857,248224
732200,275853,160000,1774267,223921,268092
732200,275853,180000,1772490,223984,287961
732200,275853,200000,1770713,224047,307829
732200,275853,220000,1768937,224110,327698
732200,275853,240000,1767160,224173,347566
732200,295853,80000,1782591,243625,188708
732200,295853,100000,1780814,243688,208577
732200,295853,120000,1779037,243751,228446
732200,295853,140000,1777261,243814,248314
732200,295853,160000,1775484,243877,268183
732200,295853,180000,1773707,243940,288051
732200,295853,200000,1771931,244004,307920
732200,295853,220000,1770154,244067,327788
732200,295853,240000,1768378,244130,347657
732200,315853,80000,1783808,263581,188799
732200,315853,100000,1782032,263644,208667
732200,315853,120000,1780255,263708,228536
732200,315853,140000,1778478,263771,248404
732200,315853,160000,1776702,263834,268273
732200,315853,180000,1774925,263897,288141
732200,315853,200000,1773148,263960,308010
732200,315853,220000,1771372,264023,327878
732200,315853,240000,1769595,264087,347747
732200,335853,80000,1785026,283538,188889
732200,335853,100000,1783249,283601,208757
732200,335853,120000,1781473,283664,228626
732200,335853,140000,1779696,283727,248494
732200,335853,160000,1777919,283791,268363
732200,335853,180000,1776143,283854,288231
732200,335853,200000,1774366,283917,308100
732200,335853,220000,1772589,283980,327968
732200,355853,100000,1784467,303558,208847
732200,355853,120000,1782690,303621,228716
732200,355853,140000,1780914,303684,248584
732200,355853,160000,1779137,303747,268453
732200,355853,180000,1777360,303811,288321
732200,355853,200000,1775584,303874,308190
732200,355853,220000,1773807,303937,328058
732200,375853,120000,1783908,323578,228806
732200,375853,140000,1782131,323641,248674
732200,375853,160000,1780354,323704,268543
732200,375853,180000,1778578,323767,288411
732200,375853,200000,1776801,323830,308280
732200,395853,160000,1781572,343661,268633
732200,395853,180000,1779795,343724,288502
752200,155853,140000,1788563,102701,250631
752200,155853,160000,1786786,102764,270499
752200,155853,180000,1785010,102827,290368
752200,175853,120000,1791557,122595,230852
752200,175853,140000,1789781,122658,250721
752200,175853,160000,1788004,122721,270589
752200,175853,180000,1786227,122784,290458
752200,175853,200000,1784451,122847,310326
752200,175853,220000,1782674,122910,330195
752200,195853,100000,1794552,142488,211074
752200,195853,120000,1792775,142551,230942
752200,195853,140000,1790998,142614,250811
752200,195853,160000,1789222,142678,270679
752200,195853,180000,1787445,142741,290548
752200,195853,200000,1785668,142804,310416
752200,195853,220000,1783892,142867,330285
752200,215853,100000,1795769,162445,211164
752200,215853,120000,1793992,162508,231032
752200,215853,140000,1792216,162571,250901
752200,215853,160000,1790439,162634,270769
752200,215853,180000,1788663,162698,290638
752200,215853,200000,1786886,162761,310506
752200,215853,220000,1785109,162824,330375
752200,215853,240000,1783332,162887,350244
752200,235853,80000,1798763,182338,191385
752200,235853,100000,1796987,182402,211254
752200,235853,120000,1795210,182465,231123
752200,235853,140000,1793433,182528,250991
752200,235853,160000,1791657,182591,270860
752200,235853,180000,1789880,182654,290728
752200,235853,200000,1788103,182717,310597
752200,235853,220000,1786327,182781,330465
752200,235853,240000,1784550,182844,350334
752200,255853,80000,1799981,202295,191476
752200,255853,100000,1798204,202358,211344
752200,255853,120000,1796428,202421,231213
752200,255853,140000,1794651,202485,251081
752200,255853,160000,1792874,202548,270950
752200,255853,180000,1791098,202611,290818
752200,255853,200000,1789321,202674,310687
752200,255853,220000,1787544,202737,330555
752200,255853,240000,1785768,202800,350424
752200,275853,80000,1801198,222252,191566
752200,275853,100000,1799422,222315,211434
752200,275853,120000,1797645,222378,231303
752200,275853,140000,1795868,222441,251171
752200,275853,160000,1794092,222504,271040
752200,275853,180000,1792315,222568,290908
752200,275853,200000,1790539,222631,310777
752200,275853,220000,1788762,222694,330645
752200,275853,240000,1786985,222757,350514
752200,295853,80000,1802416,242209,191656
752200,295853,100000,1800639,242272,211524
752200,295853,120000,1798863,242335,231393
752200,295853,140000,1797086,242398,251261
752200,295853,160000,1795309,242461,271130
752200,295853,180000,1793533,242524,290998
752200,295853,200000,1791756,242588,310867
752200,295853,220000,1789979,242651,330735
752200,295853,240000,1788203,242714,350604
752200,315853,80000,1803634,262165,191746
752200,315853,100000,1801857,262228,211614
752200,315853,120000,1800080,262292,231483
752200,315853,140000,1798304,262355,251351
752200,315853,160000,1796527,262418,271220
752200,315853,180000,1794750,262481,291088
752200,315853,200000,1792974,262544,310957
752200,315853,220000,1791197,262607,330826
752200,315853,240000,1789420,262671,350694
752200,335853,80000,1804851,282122,191836
752200,335853,100000,1803074,282185,211705
752200,335853,120000,1801298,282248,231573
752200,335853,140000,1799521,282311,251442
752200,335853,160000,1797744,282375,271310
752200,335853,180000,1795968,282438,291179
752200,335853,200000,1794191,282501,311047
752200,335853,220000,1792415,282564,330916
752200,355853,100000,1804292,302142,211795
752200,355853,120000,1802515,302205,231663
752200,355853,140000,1800739,302268,251532
752200,355853,160000,1798962,302331,271400
752200,355853,180000,1797185,302394,291269
752200,355853,200000,1795409,302458,311137
752200,355853,220000,1793632,302521,331006
752200,375853,120000,1803733,322162,231753
752200,375853,140000,1801956,322225,251622
752200,375853,160000,1800180,322288,271490
752200,375853,180000,1798403,322351,291359
752200,375853,200000,1796626,322414,311227
752200,395853,140000,1803174,342182,251712
752200,395853,160000,1801397,342245,271580
752200,395853,180000,1799621,342308,291449
772200,155853,160000,1806612,101348,273446
772200,155853,180000,1804835,101411,293315
772200,175853,120000,1811383,121179,233800
772200,175853,140000,1809606,121242,253668
772200,175853,160000,1807829,121305,273537
772200,175853,180000,1806053,121368,293405
772200,175853,200000,1804276,121431,313274
772200,195853,120000,1812600,141135,233890
772200,195853,140000,1810824,141198,253758
772200,195853,160000,1809047,141262,273627
772200,195853,180000,1807270,141325,293495
772200,195853,200000,1805493,141388,313364
772200,195853,220000,1803717,141451,333232
772200,215853,100000,1815594,161029,214111
772200,215853,120000,1813818,161092,233980
772200,215853,140000,1812041,161155,253848
772200,215853,160000,1810264,161218,273717
772200,215853,180000,1808488,161281,293585
772200,215853,200000,1806711,161345,313454
772200,215853,220000,1804934,161408,333322
772200,215853,240000,1803158,161471,353191
772200,235853,100000,1816812,180986,214201
772200,235853,120000,1815035,181049,234070
772200,235853,140000,1813259,181112,253938
772200,235853,160000,1811482,181175,273807
772200,235853,180000,1809705,181238,293675
772200,235853,200000,1807929,181301,313544
772200,235853,220000,1806152,181365,333412
772200,235853,240000,1804375,181428,353281
772200,255853,100000,1818029,200942,214291
772200,255853,120000,1816253,201005,234160
772200,255853,140000,1814476,201069,254028
772200,255853,160000,1812699,201132,273897
772200,255853,180000,1810923,201195,293766
772200,255853,200000,1809146,201258,313634
772200,255853,220000,1807370,201321,333503
772200,255853,240000,1805593,201384,353371
772200,275853,80000,1821024,220836,194513
772200,275853,100000,1819247,220899,214382
772200,275853,120000,1817470,220962,234250
772200,275853,140000,1815694,221025,254119
772200,275853,160000,1813917,221088,273987
772200,275853,180000,1812140,221152,293856
772200,275853,200000,1810364,221215,313724
772200,275853,220000,1808587,221278,333593
772200,275853,240000,1806810,221341,353461
772200,295853,80000,1822241,240792,194603
772200,295853,100000,1820465,240856,214472
772200,295853,120000,1818688,240919,234340
772200,295853,140000,1816911,240982,254209
772200,295853,160000,1815135,241045,274077
772200,295853,180000,1813358,241108,293946
772200,295853,200000,1811581,241172,313814
772200,295853,220000,1809805,241235,333683
772200,295853,240000,1808028,241298,353551
772200,315853,80000,1823459,260749,194693
772200,315853,100000,1821682,260812,214562
772200,315853,120000,1819905,260876,234430
772200,315853,140000,1818129,260939,254299
772200,315853,160000,1816352,261002,274167
772200,315853,180000,1814575,261065,294036
772200,315853,200000,1812799,261128,313904
772200,315853,220000,1811022,261191,333773
772200,335853,100000,1822900,280769,214652
772200,335853,120000,1821123,280832,234520
772200,335853,140000,1819346,280895,254389
772200,335853,160000,1817570,280959,274257
772200,335853,180000,1815793,281022,294126
772200,335853,200000,1814016,281085,313994
772200,335853,220000,1812240,281148,333863
772200,355853,100000,1824117,300726,214742
772200,355853,120000,1822341,300789,234610
772200,355853,140000,1820564,300852,254479
772200,355853,160000,1818787,300915,274348
772200,355853,180000,1817011,300978,294216
772200,355853,200000,1815234,301042,314085
772200,355853,220000,1813457,301105,333953
772200,375853,120000,1823558,320746,234701
772200,375853,140000,1821782,320809,254569
772200,375853,160000,1820005,320872,274438
772200,375853,180000,1818228,320935,294306
772200,375853,200000,1816452,320998,314175
772200,395853,140000,1822999,340766,254659
772200,395853,160000,1821222,340829,274528
772200,395853,180000,1819446,340892,294396
772200,395853,200000,1817669,340955,314265
792200,175853,140000,1829431,119826,256615
792200,175853,160000,1827654,119889,276484
792200,175853,180000,1825878,119952,296352
792200,175853,200000,1824101,120015,316221
792200,195853,140000,1830649,139782,256705
792200,195853,160000,1828872,139846,276574
792200,195853,180000,1827095,139909,296442
792200,195853,200000,1825319,139972,316311
792200,195853,220000,1823542,140035,336179
792200,215853,120000,1833643,159676,236927
792200,215853,140000,1831866,159739,256796
792200,215853,160000,1830090,159802,276664
792200,215853,180000,1828313,159865,296533
792200,215853,200000,1826536,159929,316401
792200,215853,220000,1824760,159992,336270
792200,235853,120000,1834860,179633,237017
792200,235853,140000,1833084,179696,256886
792200,235853,160000,1831307,179759,276754
792200,235853,180000,1829531,179822,296623
792200,235853,200000,1827754,179885,316491
792200,235853,220000,1825977,179949,336360
792200,235853,240000,1824200,180012,356228
792200,255853,120000,1836078,199589,237107
792200,255853,140000,1834301,199653,256976
792200,255853,160000,1832525,199716,276844
792200,255853,180000,1830748,199779,296713
792200,255853,200000,1828971,199842,316581
792200,255853,220000,1827195,199905,336450
792200,255853,240000,1825418,199968,356318
792200,275853,100000,1839072,219483,217329
792200,275853,120000,1837296,219546,237197
792200,275853,140000,1835519,219609,257066
792200,275853,160000,1833742,219672,276934
792200,275853,180000,1831966,219736,296803
792200,275853,200000,1830189,219799,316671
792200,275853,220000,1828412,219862,336540
792200,275853,240000,1826636,219925,356408
792200,295853,80000,1842066,239376,197550
792200,295853,100000,1840290,239440,217419
792200,295853,120000,1838513,239503,237287
792200,295853,140000,1836736,239566,257156
792200,295853,160000,1834960,239629,277025
792200,295853,180000,1833183,239692,296893
792200,295853,200000,1831407,239755,316762
792200,295853,220000,1829630,239819,336630
792200,295853,240000,1827853,239882,356499
792200,315853,80000,1843284,259333,197641
792200,315853,100000,1841507,259396,217509
792200,315853,120000,1839731,259460,237378
792200,315853,140000,1837954,259523,257246
792200,315853,160000,1836177,259586,277115
792200,315853,180000,1834401,259649,296983
792200,315853,200000,1832624,259712,316852
792200,315853,220000,1830847,259775,336720
792200,335853,80000,1844502,279290,197731
792200,335853,100000,1842725,279353,217599
792200,335853,120000,1840948,279416,237468
792200,335853,140000,1839172,279479,257336
792200,335853,160000,1837395,279543,277205
792200,335853,180000,1835618,279606,297073
792200,335853,200000,1833842,279669,316942
792200,335853,220000,1832065,279732,336810
792200,355853,80000,1845719,299247,197821
792200,355853,100000,1843942,299310,217689
792200,355853,120000,1842166,299373,237558
792200,355853,140000,1840389,299436,257426
792200,355853,160000,1838613,299499,277295
792200,355853,180000,1836836,299562,297163
792200,355853,200000,1835059,299626,317032
792200,355853,220000,1833283,299689,336900
792200,375853,80000,1846937,319203,197911
792200,375853,100000,1845160,319266,217779
