x_mcns,y_mcns,z_mcns,x_banc,y_banc,z_banc
335319,388146,729817,427503,679184,215029
335319,388146,759817,425745,707743,220463
335319,388146,849817,408626,796201,228229
335319,388146,879817,399472,827897,228369
335319,388146,909817,386466,854472,229666
335319,388146,939817,377167,880602,225625
335319,388146,969817,368683,910095,223101
335319,418146,549817,473947,567581,145595
335319,418146,579817,478920,586756,158565
335319,418146,609817,475761,605650,168077
335319,418146,639817,464008,625791,176715
335319,418146,669817,454023,648681,186711
335319,418146,699817,449331,668037,193171
335319,418146,729817,439954,690816,193479
335319,418146,759817,431257,712246,199040
335319,418146,789817,426723,736608,203542
335319,418146,879817,415028,826308,210901
335319,418146,909817,404325,854977,209142
335319,418146,939817,394336,882548,207506
335319,418146,969817,388592,907480,199441
335319,418146,999817,376450,933478,194708
335319,448146,549817,486137,579941,118960
335319,448146,579817,486212,598490,133673
335319,448146,609817,484323,615386,147883
335319,448146,639817,474031,631796,157465
335319,448146,669817,464439,655776,174691
335319,448146,699817,459334,677685,177177
335319,448146,729817,449019,698012,175415
335319,448146,759817,437883,719189,174147
335319,448146,789817,433723,739988,177343
335319,448146,819817,432101,759855,183171
335319,448146,909817,418960,855803,188317
335319,448146,939817,408095,886759,185416
335319,448146,969817,396823,913735,181771
335319,448146,999817,385137,937647,178044
335319,478146,549817,491536,585951,97057
335319,478146,579817,493149,607235,106550
335319,478146,609817,489740,622089,120642
335319,478146,639817,482468,641660,136431
335319,478146,669817,475799,666875,157043
335319,478146,699817,467659,688194,154784
335319,478146,729817,454375,706159,148740
335319,478146,759817,444136,723836,145043
335319,478146,789817,438371,743516,147082
335319,478146,819817,439982,762533,153269
335319,508146,579817,498727,617071,83734
335319,508146,609817,498336,635765,92974
335319,508146,639817,492686,658275,110348
335319,508146,759817,449964,727359,114275
335319,508146,789817,445482,748630,117719
335319,508146,819817,445746,774830,126335
365319,358146,669817,464718,633054,235298
365319,358146,699817,461469,655840,241366
365319,358146,729817,456987,679520,248503
365319,358146,759817,452409,706214,251254
365319,358146,789817,442821,738462,254549
365319,358146,999817,373368,954919,240766
365319,358146,1029817,353768,989503,241482
365319,388146,369817,545751,403074,156000
365319,388146,399817,505389,463957,110087
365319,388146,609817,488047,594849,202523
365319,388146,639817,483552,613573,207099
365319,388146,669817,474062,640771,209636
365319,388146,699817,466300,663976,216671
365319,388146,729817,460294,686200,221576
365319,388146,759817,456585,713332,225313
365319,388146,789817,451591,737762,232508
365319,388146,819817,445623,766779,231302
365319,388146,849817,438574,799571,231867
365319,388146,879817,431106,830694,232595
365319,388146,909817,418006,857558,235603
365319,388146,939817,401911,886327,236317
365319,388146,969817,397559,915637,230919
365319,388146,999817,384537,955693,223542
365319,388146,1029817,363737,986923,219355
365319,418146,399817,517009,467050,86557
365319,418146,429817,508333,491416,93720
365319,418146,489817,497194,534519,117105
365319,418146,519817,495698,553026,131569
365319,418146,549817,496401,569428,148594
365319,418146,579817,498208,586618,164791
365319,418146,609817,499328,604875,174582
365319,418146,639817,488592,626701,183890
365319,418146,669817,482466,648089,192489
365319,418146,699817,476430,669705,197625
365319,418146,729817,471713,693583,200844
365319,418146,759817,460501,721484,203011
365319,418146,789817,460076,745771,205776
365319,418146,819817,453727,768890,205002
365319,418146,849817,452151,798843,213647
365319,418146,879817,442434,830974,214921
365319,418146,909817,428720,858219,215297
365319,418146,939817,413696,884373,218011
365319,418146,969817,404662,911870,215865
365319,418146,999817,391595,948020,209265
365319,448146,579817,511576,600229,137054
365319,448146,609817,510807,618678,150739
365319,448146,639817,502393,633973,162549
365319,448146,669817,493143,657153,172992
365319,448146,699817,486783,678434,175686
365319,448146,729817,474029,703370,178546
365319,448146,759817,468654,726290,179110
365319,448146,789817,463243,749283,182795
365319,448146,819817,458722,769505,187226
365319,448146,849817,459300,797785,194424
365319,448146,879817,450154,834260,197929
365319,448146,909817,439812,860808,197077
365319,448146,939817,427553,889319,197969
365319,448146,969817,414832,918170,198453
365319,448146,999817,406383,942772,197424
365319,478146,579817,517874,609344,106475
365319,478146,609817,517837,628480,117191
365319,478146,639817,513532,645562,133201
365319,478146,669817,506770,663501,152449
365319,478146,699817,496483,686291,156994
365319,478146,729817,483486,709255,155546
365319,478146,759817,473774,729636,154592
365319,478146,789817,468627,749476,159492
365319,478146,819817,467645,772194,162477
365319,478146,939817,441903,895033,180700
365319,478146,969817,427722,923053,180712
365319,478146,999817,419708,945989,180254
365319,508146,579817,526241,621228,80460
365319,508146,609817,525874,640789,89601
365319,508146,729817,489569,713299,132374
365319,508146,759817,479764,731360,126973
365319,508146,789817,473132,754036,132212
365319,508146,819817,473194,779702,139246
395319,328146,969817,386322,931589,277208
395319,328146,999817,380254,956650,281415
395319,328146,1029817,366053,983550,285535
395319,358146,369817,557576,400469,191085
395319,358146,669817,491403,633912,237891
395319,358146,699817,488761,661442,238988
395319,358146,729817,485564,684549,245306
395319,358146,759817,481283,710544,252972
395319,358146,849817,453317,804135,255794
395319,358146,879817,443468,834984,256343
395319,358146,909817,428348,867592,256302
395319,358146,939817,415064,900927,254696
395319,358146,969817,401263,933074,252142
395319,358146,999817,393638,957147,258368
395319,358146,1029817,379871,984782,261771
395319,358146,1059817,355414,1014676,264205
395319,388146,369817,568536,406256,166377
395319,388146,639817,505432,619156,210429
395319,388146,669817,499575,642309,214244
395319,388146,699817,495767,668341,215064
395319,388146,729817,492715,693301,221198
395319,388146,759817,486323,716606,230543
395319,388146,789817,479142,743726,233131
395319,388146,819817,474800,769773,235867
395319,388146,849817,466197,803558,239529
395319,388146,879817,458501,833133,240837
395319,388146,909817,442980,864178,238286
395319,388146,939817,426385,893631,240864
395319,388146,969817,410441,929390,235254
395319,388146,999817,398827,959877,234232
395319,388146,1029817,383913,990768,237705
395319,388146,1059817,371449,1018811,245257
395319,418146,399817,542233,466916,93245
395319,418146,429817,533284,491208,99809
395319,418146,459817,525556,514270,109121
395319,418146,489817,520805,534964,120729
395319,418146,519817,518801,553499,134378
395319,418146,549817,518828,571096,149909
395319,418146,579817,519574,589291,165544
395319,418146,609817,518367,609832,176323
395319,418146,639817,514143,630581,189734
395319,418146,669817,508570,654722,198639
395319,418146,699817,504939,677315,201228
395319,418146,729817,501586,698131,204810
395319,418146,759817,492956,725464,211801
395319,418146,789817,485366,747918,214977
395319,418146,819817,482912,769590,218887
395319,418146,849817,476029,805209,224143
395319,418146,879817,467065,836256,223556
395319,418146,909817,451623,863891,223972
395319,418146,939817,434247,891294,227316
395319,418146,969817,422548,918640,228984
395319,448146,489817,530285,539834,97134
395319,448146,519817,527689,560443,108730
395319,448146,579817,530059,605852,137067
395319,448146,609817,529559,621542,153826
395319,448146,639817,524822,638176,171066
395319,448146,669817,522427,660728,179997
395319,448146,699817,516953,682353,182079
395319,448146,729817,507402,708468,185210
395319,448146,759817,498809,732822,189299
395319,448146,789817,489576,755930,192922
395319,448146,819817,486797,772363,195182
395319,448146,849817,483254,807272,201809
395319,448146,879817,471421,839439,206818
395319,448146,909817,460363,866058,210169
395319,448146,939817,448667,895417,210831
395319,448146,969817,436371,920429,215691
395319,448146,999817,426071,943785,216224
395319,478146,609817,537171,630189,120959
395319,478146,639817,537884,649542,136831
395319,478146,669817,533629,668215,153931
395319,478146,699817,524431,687756,162755
395319,478146,729817,514019,713912,164312
395319,478146,759817,502270,739011,166925
395319,478146,789817,495707,760039,173180
395319,478146,909817,471739,873878,189277
395319,478146,939817,464022,902402,188561
395319,508146,729817,518715,718677,140987
425319,358146,669817,518595,640839,237636
425319,358146,699817,519825,665372,239876
425319,358146,729817,516596,688830,249754
425319,358146,759817,512447,715205,259021
425319,358146,879817,461597,838403,271035
425319,358146,909817,440166,874700,273106
425319,358146,939817,426391,904688,276592
425319,358146,969817,418318,932262,274492
425319,358146,999817,412685,956920,280396
425319,358146,1029817,398345,990760,296224
425319,358146,1059817,381201,1013969,289697
425319,388146,639817,522847,621251,212675
425319,388146,669817,526945,647039,217718
425319,388146,699817,526835,669841,223562
425319,388146,729817,521238,693676,230674
425319,388146,759817,516676,719259,240178
425319,388146,789817,508916,745380,248338
425319,388146,819817,505086,775428,252271
425319,388146,849817,492045,804493,253597
425319,388146,879817,475795,833241,259228
425319,388146,909817,457893,867435,257870
425319,388146,939817,442880,902870,260308
425319,388146,969817,436734,933921,259401
425319,388146,999817,429256,957212,259244
425319,388146,1029817,412698,984260,261270
425319,388146,1059817,395596,1010485,265005
425319,418146,429817,558845,489600,107543
425319,418146,459817,550015,512571,116398
425319,418146,489817,543904,533819,127231
425319,418146,519817,540339,554286,139129
425319,418146,549817,538926,575558,151677
425319,418146,579817,538658,594593,166990
425319,418146,609817,536910,611747,181856
425319,418146,639817,537794,633304,195494
425319,418146,669817,537674,656243,205810
425319,418146,699817,535143,677448,211515
425319,418146,759817,520735,727672,223960
425319,418146,789817,514661,755429,229125
425319,418146,819817,511564,779098,233284
425319,418146,849817,502178,808387,238523
425319,418146,879817,486249,839425,242612
425319,418146,909817,469570,865720,240878
425319,418146,939817,454511,893935,239489
425319,418146,969817,440530,922938,243027
425319,418146,1029817,422413,991140,244795
425319,448146,549817,547626,585907,126093
425319,448146,579817,549164,606089,142270
425319,448146,609817,552200,622610,159689
425319,448146,639817,552370,639919,175172
425319,448146,669817,550888,663383,186010
425319,448146,699817,545416,684373,192339
425319,448146,729817,535731,710346,201215
425319,448146,759817,524546,734900,205000
425319,448146,789817,515767,758187,212302
425319,448146,819817,512104,780460,215286
425319,448146,849817,504243,810724,219743
425319,448146,879817,492764,840244,225465
425319,448146,909817,476076,870867,225219
425319,448146,939817,469017,895903,225647
425319,448146,969817,460527,920187,226604
425319,448146,999817,451273,949384,227112
425319,478146,579817,556924,610416,114756
425319,478146,609817,560585,630492,128381
425319,478146,639817,563827,647637,151844
425319,478146,669817,556868,670175,163309
425319,478146,699817,548181,690687,171525
425319,478146,729817,536922,717078,178399
425319,478146,759817,526800,741512,185874
425319,478146,789817,521495,761223,193545
425319,478146,909817,488443,882690,203181
425319,478146,939817,481562,905310,205115
425319,478146,969817,473562,927930,209116
425319,478146,999817,465241,951916,210232
425319,508146,579817,570946,618863,91364
425319,508146,609817,571297,637503,106590
425319,508146,729817,539134,722562,155681
425319,508146,759817,534808,745701,160305
425319,508146,789817,531431,768285,170894
425319,508146,819817,520489,790093,173407
455319,358146,699817,549838,666997,252562
455319,358146,729817,544922,693461,264044
455319,388146,609817,553290,602888,212199
455319,388146,639817,557774,622495,219861
455319,388146,669817,560877,643366,228220
455319,388146,699817,558665,668358,237051
455319,388146,729817,554741,697599,251308
455319,388146,759817,546204,720003,259869
455319,388146,789817,537740,751937,271919
455319,388146,819817,527926,782896,276962
455319,388146,849817,509752,810829,273874
455319,388146,879817,490761,839685,280185
455319,388146,909817,471171,866639,285330
455319,388146,939817,459266,902641,286514
455319,418146,549817,560682,576140,159582
455319,418146,579817,562326,594749,174758
455319,418146,609817,565584,612774,188284
455319,418146,639817,567547,632570,198125
455319,418146,669817,570304,651214,211710
455319,418146,699817,565776,674830,222017
455319,418146,729817,558046,700858,232252
455319,418146,759817,551077,724546,241068
455319,418146,789817,541237,755676,252988
455319,418146,819817,536269,784459,257045
455319,418146,849817,523685,812045,258309
455319,418146,879817,501819,842295,263529
455319,418146,909817,485519,868960,267140
455319,418146,939817,479548,902127,268642
455319,418146,969817,464161,923947,260537
455319,418146,999817,461723,960575,262006
455319,448146,549817,571087,581599,139159
455319,448146,579817,573414,601079,153626
455319,448146,609817,576736,619026,169077
455319,448146,639817,577863,637316,179963
455319,448146,669817,574946,661550,194440
455319,448146,699817,569463,683619,205275
455319,448146,729817,561074,705156,211550
455319,448146,759817,554097,731191,220766
455319,448146,789817,544069,758829,232050
455319,448146,879817,506608,844126,244661
455319,448146,909817,493960,873221,244825
455319,448146,939817,487286,900177,244586
455319,448146,969817,483741,926385,242016
455319,448146,999817,473892,957773,243165
455319,478146,549817,581967,585738,115156
455319,478146,579817,582547,606129,127653
455319,478146,609817,586843,624574,144646
455319,478146,639817,587810,646883,160124
455319,478146,669817,580183,667624,173501
455319,478146,699817,569181,694016,184072
455319,478146,729817,560546,715828,192476
455319,478146,759817,556241,739068,199613
455319,478146,789817,552888,762901,208709
455319,478146,819817,545081,780577,214482
455319,478146,909817,503842,878218,222615
455319,478146,939817,498460,906289,224414
455319,478146,969817,495283,934056,222984
455319,478146,999817,488311,958777,222070
455319,508146,579817,591270,614305,107636
455319,508146,609817,594729,636194,121274
455319,508146,729817,562162,724219,171699
455319,508146,759817,559049,747974,177266
455319,508146,789817,565331,767759,184100
455319,508146,819817,562298,788501,187151
455319,538146,759817,567917,752848,154152
455319,538146,789817,572034,775364,158552
485319,388146,699817,585817,666617,254243
485319,388146,729817,579950,695422,268384
485319,388146,879817,513629,845266,299318
485319,388146,909817,497233,872628,303013
485319,418146,579817,585895,584531,188364
485319,418146,609817,589155,602888,202084
485319,418146,669817,594395,642705,227320
485319,418146,699817,596238,670608,238517
485319,418146,759817,578878,723485,260584
485319,418146,909817,508244,874229,286674
485319,418146,939817,500808,906402,285663
485319,418146,969817,490425,929307,280464
485319,448146,549817,594175,568750,152710
485319,448146,579817,596134,589090,165854
485319,448146,609817,600494,609862,178642
485319,448146,639817,603684,629633,193831
485319,448146,669817,601373,655053,210154
485319,448146,729817,587882,703928,230197
485319,448146,759817,583384,729217,239404
485319,448146,789817,576344,753298,246770
485319,448146,909817,512437,878535,265204
485319,448146,939817,507729,907927,265504
485319,448146,969817,503800,931883,259570
485319,478146,549817,603962,578104,127316
485319,478146,579817,603904,598947,140814
485319,478146,609817,608686,618551,157453
485319,478146,639817,612318,642385,173135
485319,478146,729817,586866,715011,208759
485319,478146,759817,585565,739246,217946
485319,478146,789817,584051,758881,224936
485319,478146,819817,578452,783208,229057
485319,508146,579817,621480,602910,118800
485319,508146,609817,618854,628568,135677
485319,508146,759817,591720,746168,194287
485319,508146,789817,597130,765765,198704
485319,508146,819817,595521,788801,199820
515319,358146,939817,495272,904746,332690
515319,418146,639817,617267,617782,226832
515319,448146,549817,623445,555125,167226
515319,448146,579817,620159,576617,178627
515319,448146,609817,622200,601131,191230
515319,478146,579817,630554,589034,154958
515319,478146,609817,633261,611066,170265
515319,508146,579817,648754,594926,132325
